rank_test_f1,mean_test_f1,std_test_f1,rank_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_average_precision,mean_test_average_precision,std_test_average_precision,rank_test_accuracy,mean_test_accuracy,std_test_accuracy,params
20,0.824265379637908,0.04853265678851842,20,0.9194063688143157,0.02752393306951078,20,0.9070060102830269,0.03445562661067474,20,0.8340676883780332,0.03881039090497297,{'n_estimators': 50}
19,0.878330556665232,0.05261863112471376,19,0.9561259713108538,0.02180690785985571,19,0.944973013067204,0.028848592200918857,19,0.8853128991060025,0.044557403867526366,{'n_estimators': 100}
18,0.9066578412456779,0.047885487021345895,18,0.9713831464518202,0.016517367159073464,18,0.9615962191405112,0.023526394217738434,18,0.9114942528735632,0.04200547429117596,{'n_estimators': 150}
17,0.9220172298005119,0.04419932078258333,17,0.9793254501997263,0.01276158941897259,17,0.9717122064194559,0.018409610223064234,17,0.925846104725415,0.03945548295888241,{'n_estimators': 200}
16,0.9333661010934815,0.04164932684865475,16,0.9843262560574402,0.010449852902098088,16,0.9785858583443593,0.015016382111422371,16,0.9364303959131546,0.03776757963419411,{'n_estimators': 250}
15,0.9417355928573542,0.039207602806674104,15,0.9877086310062649,0.008751864663210365,15,0.9833213038425155,0.01257584395654917,15,0.9442688378033207,0.035968867790022965,{'n_estimators': 300}
14,0.9469620227448321,0.03739770407114362,14,0.9900624363877023,0.007448255922386108,14,0.9865582197339979,0.010577058477686583,14,0.9492177522349936,0.03454483763245214,{'n_estimators': 350}
13,0.9525663339266165,0.034337104475252254,13,0.9918701852422732,0.006354730914806714,13,0.9891252653858142,0.008855308629868063,13,0.9544380587484035,0.031965272543448324,{'n_estimators': 400}
12,0.9554728241108055,0.033161481705231304,12,0.9930583131078847,0.005651778331252284,12,0.990825814454741,0.007712016883964571,12,0.9571998722860791,0.031000704607367133,{'n_estimators': 450}
11,0.9589118966680568,0.030230888556013788,11,0.994083439557715,0.0050109717789667005,11,0.992189635017883,0.006829942508839745,11,0.9603767560664112,0.028401661867452167,{'n_estimators': 500}
10,0.9607814795450051,0.02869807119891518,10,0.9948182456992377,0.004566159756234762,10,0.9931941605724613,0.0062027950881637095,10,0.9621328224776502,0.02703366714318525,{'n_estimators': 550}
9,0.9632445310764552,0.026808778614085253,9,0.9953918267780045,0.004196432996508673,9,0.994040137882438,0.005590075004468013,9,0.9644476372924649,0.025363233877706018,{'n_estimators': 600}
8,0.9646601188145466,0.025429463688801165,8,0.9958871387351591,0.0038019630474831704,8,0.9947341389078819,0.004988372839328384,8,0.9657726692209451,0.02410845521341556,{'n_estimators': 650}
7,0.965658585266904,0.024615801099155992,7,0.9962384386687742,0.0035543787461789714,7,0.9952013769508705,0.004631629062632944,7,0.9667305236270755,0.02337479870792577,{'n_estimators': 700}
6,0.9669861036753142,0.0236107859457605,6,0.9965636157637798,0.0032564851008541813,6,0.995647679237952,0.004204453118297418,6,0.9679757343550447,0.02247872717072734,{'n_estimators': 750}
5,0.96830773137381,0.022374086618881107,5,0.9968536939579735,0.0030026808091560553,5,0.9959941716598444,0.0039006024927331568,5,0.9692369093231162,0.02133324288440576,{'n_estimators': 800}
4,0.9698546425309577,0.0211585271260168,4,0.9970446480853512,0.0028254418409864846,4,0.9962477061217447,0.0036641543958897153,4,0.9706896551724139,0.020224581594029966,{'n_estimators': 850}
3,0.970262573144957,0.020489384252139083,3,0.9972067778903227,0.002664390873297035,3,0.996481779231768,0.0034141002008175178,3,0.9710727969348658,0.01961163850458367,{'n_estimators': 900}
2,0.9709325088378739,0.019476295212061772,2,0.9973837658561807,0.0025235720202762906,2,0.9967348357237785,0.003206921964708067,2,0.9716954022988504,0.018672811450823366,{'n_estimators': 950}
1,0.9720602343153086,0.01886571975126964,1,0.9975223264893025,0.0024221474293676035,1,0.9969057404645735,0.0030767517468761794,1,0.972765006385696,0.018120530681540372,{'n_estimators': 1000}
