rank_test_f1,mean_test_f1,std_test_f1,rank_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_average_precision,mean_test_average_precision,std_test_average_precision,rank_test_accuracy,mean_test_accuracy,std_test_accuracy,params
51,0.9210516971667817,0.03322278902972208,51,0.9766180827919284,0.0118725777969885,50,0.9715960995617643,0.014400395875043376,51,0.9230728755590635,0.03002796058776523,"{'max_depth': 3, 'min_child_weight': 1}"
49,0.9218058653714587,0.03370570304364012,49,0.9766634623264556,0.01169188469014188,52,0.9713400164642838,0.014303140350876766,49,0.9237700605103921,0.030520184057595236,"{'max_depth': 3, 'min_child_weight': 2}"
52,0.9209140185976654,0.03399776326472321,50,0.9766216370174352,0.01189431006815434,49,0.9718616866387821,0.01398467568247861,52,0.9229413312286241,0.030756392249359,"{'max_depth': 3, 'min_child_weight': 3}"
53,0.9191964461472694,0.035275975276221984,53,0.976148070211285,0.012156273040441881,53,0.9711314899888575,0.01451773204465562,53,0.9212575637990004,0.031935793856876,"{'max_depth': 3, 'min_child_weight': 4}"
50,0.9212263039815605,0.03488049010245885,52,0.9765388758209672,0.01173131724695963,51,0.97136141755676,0.013663723843746202,50,0.9232833464877664,0.03149391053074664,"{'max_depth': 3, 'min_child_weight': 5}"
54,0.9191319004258725,0.034523367013767514,54,0.9756538580962142,0.012412767790687727,54,0.9706939350799771,0.014563741709371615,54,0.9212312549329124,0.031105842538777902,"{'max_depth': 3, 'min_child_weight': 6}"
45,0.9569705140514774,0.02853856257960122,45,0.9927168485931773,0.005527746828120814,45,0.9910642694451803,0.006708490803318649,45,0.9581689029202842,0.026781760194429273,"{'max_depth': 4, 'min_child_weight': 1}"
43,0.9583662965307491,0.02787288285730926,44,0.9927207402451564,0.005184265521066354,44,0.9911319540206481,0.00610915783988589,43,0.9594448829255459,0.026253051818417934,"{'max_depth': 4, 'min_child_weight': 2}"
44,0.9578884933913455,0.02722946527984041,43,0.9928022071082848,0.005408534932200566,43,0.9911991875312897,0.006479747972095228,44,0.9589713233359642,0.025616730941075833,"{'max_depth': 4, 'min_child_weight': 3}"
46,0.9569104107087938,0.02931752622801832,46,0.9923644957581859,0.005734950778261034,47,0.9906866514842438,0.006934080606066668,46,0.9581162851881084,0.027538528318210426,"{'max_depth': 4, 'min_child_weight': 4}"
48,0.9559889651974414,0.028545692004121815,47,0.9923493980865462,0.00542981189781586,46,0.9907621378228614,0.006416401363437442,48,0.9572217837411208,0.02673651379339993,"{'max_depth': 4, 'min_child_weight': 5}"
47,0.9565244692115531,0.0291080003347259,48,0.9921469664287308,0.005840464775855245,48,0.9904989786096199,0.006808023407766683,47,0.9577216521967904,0.027366703303944973,"{'max_depth': 4, 'min_child_weight': 6}"
37,0.9744727892060048,0.019229657521778562,37,0.9975826144592123,0.002214270300122481,37,0.996981998407291,0.002582235864947089,37,0.9750723493817418,0.018435786561733516,"{'max_depth': 5, 'min_child_weight': 1}"
39,0.9726842482007084,0.020788510000127058,38,0.9973154453697198,0.0025041878234473127,38,0.9969157035789242,0.002866356137187263,39,0.9733359642199421,0.019926148295678448,"{'max_depth': 5, 'min_child_weight': 2}"
41,0.9722100414475434,0.02086026725370346,41,0.9970926227706318,0.0027161828041723573,40,0.9965682315499693,0.0031856769046808035,41,0.9728624046303604,0.019987017160837714,"{'max_depth': 5, 'min_child_weight': 3}"
38,0.972696404453905,0.020852597314650587,40,0.9971067566138357,0.002624435910253807,41,0.9965653572674935,0.0030471006132151653,38,0.9733491186529861,0.019974364438248786,"{'max_depth': 5, 'min_child_weight': 4}"
42,0.972089778699558,0.02139150218116647,39,0.997125647305101,0.002674178099220335,39,0.9965692700538087,0.003061924578053251,42,0.9727703235990528,0.020452499636700778,"{'max_depth': 5, 'min_child_weight': 5}"
40,0.972353991464856,0.020895255221004046,42,0.99699281028977,0.0027367865184937433,42,0.9963574751992029,0.0032119758553335927,40,0.9730071033938437,0.019993898748629915,"{'max_depth': 5, 'min_child_weight': 6}"
