rank_test_f1,mean_test_f1,std_test_f1,rank_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_average_precision,mean_test_average_precision,std_test_average_precision,rank_test_accuracy,mean_test_accuracy,std_test_accuracy,params
20,0.8016713187536787,0.03283768312473391,20,0.8944405337581515,0.02301994396846409,20,0.8868716522909222,0.025279054142524727,20,0.8093264930281505,0.02666948973681242,{'n_estimators': 50}
19,0.8627644793915852,0.036430074123639064,19,0.9416594318970247,0.019572530850433874,19,0.9339140664598737,0.02261297801807308,19,0.8677058668771377,0.03095933195152424,{'n_estimators': 100}
18,0.8903639101932791,0.038908917354604035,18,0.9615845498682412,0.016589935902669634,18,0.9549089696271815,0.019807254962210495,18,0.8944093659563273,0.03385524311669706,{'n_estimators': 150}
17,0.9101539268951144,0.03753167576095383,17,0.972734144901102,0.013657325966518283,17,0.967241484663996,0.016740379667231724,17,0.9132333596421993,0.03339957955214959,{'n_estimators': 200}
16,0.925296179103374,0.03560433658482215,16,0.9799345351114566,0.011294340200084947,16,0.9754015258424399,0.013819996693101548,16,0.9277163904235728,0.032193361900082026,{'n_estimators': 250}
15,0.9356053879650071,0.034684409860760074,15,0.9845103703094606,0.009463685574522018,15,0.9808738162902447,0.0115429248665222,15,0.9376874506708761,0.031768966198009806,{'n_estimators': 300}
14,0.9429577514723132,0.033701563635660424,14,0.9877131895059053,0.007972599805356473,14,0.9847725753340468,0.009730288381668638,14,0.9448039989476452,0.031089060264722083,{'n_estimators': 350}
13,0.9481326130625793,0.03261532355411276,13,0.9897928128784368,0.007044934022702499,13,0.9873989365569708,0.00850046489399038,13,0.9498289923704288,0.030231377101332932,{'n_estimators': 400}
12,0.9526425754496376,0.030611352719325975,12,0.9915572314749752,0.006080620281631656,12,0.9896426644956364,0.0072446056931468284,12,0.9541436464088398,0.028499327371136047,{'n_estimators': 450}
11,0.9559420090850678,0.030399846747201146,11,0.9928742087262709,0.00547183043784526,11,0.9913157003168545,0.006483793397084563,11,0.9573401736385161,0.028432740279713133,{'n_estimators': 500}
10,0.9599516430295427,0.028478857823198273,10,0.9939604191480491,0.004829325535546955,10,0.9926024256544179,0.0057680901412466646,10,0.9611944225203894,0.026759912831267843,{'n_estimators': 550}
9,0.9624473144174293,0.02741280888921182,9,0.9947397220242653,0.004369822005495981,9,0.9935918433687462,0.005190444259940195,9,0.9635753749013418,0.025869168358539897,{'n_estimators': 600}
8,0.9647473032547067,0.025989564115350156,8,0.9954256702431795,0.003934875918428141,8,0.9944322805535417,0.00464930583376992,8,0.9657853196527231,0.024578113870598564,{'n_estimators': 650}
7,0.9667791127798789,0.024962875773765318,7,0.9959244332896444,0.0035183241734889105,7,0.9950255958758858,0.004113974871898796,7,0.9677321757432255,0.023680230241763026,{'n_estimators': 700}
6,0.9688956635983864,0.023360815785126773,6,0.9962774090658153,0.00325817243784524,6,0.9954337541742364,0.003811199230294638,6,0.9697184951328598,0.022250077039113733,{'n_estimators': 750}
5,0.9701784011944813,0.022565538010349048,5,0.9966664825529403,0.0029396453481434445,5,0.9959211173672827,0.0034337493217070423,5,0.9709550118389897,0.021526440918448016,{'n_estimators': 800}
4,0.9715271339972459,0.02116460423013383,4,0.9969619798925662,0.0027206289268655332,4,0.9962634507441536,0.0032012091575472643,4,0.9722441462772954,0.020206596489466797,{'n_estimators': 850}
3,0.9724692696597803,0.020537411489374068,3,0.997182831574978,0.0025433824172041886,3,0.9965127730198283,0.0029937420040141794,3,0.973138647724283,0.019644576801033396,{'n_estimators': 900}
2,0.9733606319378507,0.01989567376771954,2,0.9974079988554493,0.002364877914170122,2,0.9967920589150499,0.0027586088237529934,2,0.973993685872139,0.01905239692336847,{'n_estimators': 950}
1,0.9744727892060048,0.019229657521778562,1,0.9975826144592123,0.002214270300122481,1,0.996981998407291,0.002582235864947089,1,0.9750723493817418,0.018435786561733516,{'n_estimators': 1000}
