rank_test_f1,mean_test_f1,std_test_f1,rank_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_average_precision,mean_test_average_precision,std_test_average_precision,rank_test_accuracy,mean_test_accuracy,std_test_accuracy,params
6,0.9826104654041081,0.01508071065668173,9,0.9991362055351509,0.0008989109814629776,10,0.9989473204888266,0.0010827202535080463,6,0.9829781636411472,0.01461329039649268,"{'colsample_bytree': 0.6, 'subsample': 0.6}"
8,0.9825244616614155,0.014909714849082491,12,0.9991236411576405,0.0009595369329386137,13,0.9989243643484041,0.0011592719967365266,8,0.9828860826098396,0.01445404649412414,"{'colsample_bytree': 0.6, 'subsample': 0.7}"
13,0.9816847192066025,0.0153165709369302,14,0.9991055845153989,0.000983145439710078,14,0.9989201272049751,0.001178709977185532,13,0.9820836621941593,0.0148204173385976,"{'colsample_bytree': 0.6, 'subsample': 0.8}"
14,0.9815756666565341,0.014736678635919544,7,0.9991487301136411,0.0009129980831384197,7,0.9989713951120367,0.0011221309450572183,14,0.9819652722967639,0.014266308612496083,"{'colsample_bytree': 0.6, 'subsample': 0.9}"
11,0.9817820110157637,0.01593222998802409,8,0.9991409191234082,0.0009564120119970465,4,0.9989988809783739,0.0011227969631163713,11,0.9822020520915548,0.015400892017378683,"{'colsample_bytree': 0.7, 'subsample': 0.6}"
7,0.9825896797282028,0.014849385056702214,13,0.999122743084107,0.000947271453932943,15,0.998900340508626,0.0011890616443073457,7,0.9829518547750592,0.014387209749750014,"{'colsample_bytree': 0.7, 'subsample': 0.7}"
12,0.9816925034436744,0.015175735748625269,11,0.9991246707409788,0.0009193373516320695,8,0.998957059453575,0.0010820693470580522,12,0.9820836621941595,0.014684531110711493,"{'colsample_bytree': 0.7, 'subsample': 0.8}"
16,0.9813121014618208,0.01506135022278382,10,0.9991276054860908,0.0009328064081079111,11,0.9989361347691439,0.0011078493904032778,16,0.9817153380689293,0.014573069645711373,"{'colsample_bytree': 0.7, 'subsample': 0.9}"
1,0.9835440517989704,0.014179139129723945,1,0.9991792698049613,0.0008939104544100518,2,0.9990050164691058,0.0010813822823426739,1,0.9838726650881346,0.013759587267624152,"{'colsample_bytree': 0.8, 'subsample': 0.6}"
2,0.982989492487987,0.014602001838466888,2,0.9991788839275084,0.0008900161228489922,6,0.9989733605594904,0.0010800163196506664,2,0.9833464877663772,0.01415495235345999,"{'colsample_bytree': 0.8, 'subsample': 0.7}"
15,0.9815420524061317,0.01574846845344274,4,0.9991688493833436,0.000928585883275102,3,0.9990001213538292,0.0011626418056966405,15,0.98195211786372,0.015235684461200537,"{'colsample_bytree': 0.8, 'subsample': 0.8}"
10,0.9819809546928878,0.014477025981389474,15,0.9990965172604541,0.0008922668141345825,12,0.9989270969043442,0.001027078966129037,10,0.9823467508550381,0.0140240446522855,"{'colsample_bytree': 0.8, 'subsample': 0.9}"
3,0.9829596216759301,0.014618801535668411,5,0.9991583822411375,0.0009110194811932468,5,0.9989789442499124,0.0011379339016006278,3,0.9833070244672454,0.01417614622652914,"{'colsample_bytree': 0.9, 'subsample': 0.6}"
4,0.9828723307292699,0.015020911142318181,3,0.9991701039176633,0.0009447974270096746,1,0.9990285833878305,0.0011192360179612748,4,0.9832280978689818,0.014563745654812986,"{'colsample_bytree': 0.9, 'subsample': 0.7}"
5,0.9826617411919061,0.014298006884066768,6,0.9991580102068219,0.0008616244581823923,9,0.9989489732250183,0.0010328903111226882,5,0.9830176269402789,0.013846963817051937,"{'colsample_bytree': 0.9, 'subsample': 0.8}"
9,0.9821271228259525,0.01438301430409767,16,0.9990896026133628,0.0009465990484183945,16,0.9988887107838311,0.0011403319256452985,9,0.9824914496185213,0.013936462210434594,"{'colsample_bytree': 0.9, 'subsample': 0.9}"
