params,f1,roc_auc,average_precision,accuracy,balanced_accuracy,rank_test_f1,rank_test_roc_auc,rank_test_average_precision,rank_test_accuracy,rank_test_balanced_accuracy
{'max_depth': None},0.801418439716312,0.8710440316477468,0.8672110841916085,0.8163934426229508,0.8166494668042656,145,142,93,140,140
{'max_depth': 1},0.8085106382978724,0.8727210182318541,0.8691260915282625,0.8229508196721311,0.8232069143446852,101,98,35,59,59
{'max_depth': 2},0.8125,0.8754084967320261,0.8648642012967614,0.8229508196721311,0.8231424148606811,59,21,105,59,99
{'max_depth': 3},0.804270462633452,0.8726350189198486,0.8684229930634713,0.819672131147541,0.819938940488476,135,100,66,106,107
{'max_depth': 4},0.8140350877192982,0.8720115239078088,0.8672188447965992,0.8262295081967214,0.8264533883728931,37,119,92,23,26
{'max_depth': 5},0.8194444444444444,0.8731080151358789,0.8688569406484803,0.8295081967213115,0.8296998624011008,8,80,44,8,19
{'max_depth': 6},0.8098591549295775,0.8757094943240453,0.8650812897391246,0.8229508196721311,0.8231854145166839,79,18,103,59,67
{'max_depth': 7},0.8085106382978724,0.8730865153078775,0.8688329582777292,0.8229508196721311,0.8232069143446852,101,81,46,59,59
{'max_depth': 8},0.8056537102473499,0.8740325077399381,0.8690827361075524,0.819672131147541,0.8199174406604748,122,42,37,106,112
{'max_depth': 9},0.7971530249110319,0.8726350189198486,0.8683133478924234,0.8131147540983606,0.8133814929480564,149,100,73,148,148
{'max_depth': 10},0.8140350877192982,0.8748065015479876,0.8696833892210325,0.8262295081967214,0.8264533883728931,37,33,18,23,26
{'max_depth': 11},0.8210526315789474,0.875171998624011,0.8700381832194242,0.8327868852459016,0.8330108359133126,6,25,15,3,3
{'max_depth': 12},0.8181818181818182,0.8748065015479876,0.8649927785195994,0.8295081967213115,0.8297213622291022,12,33,104,8,11
{'max_depth': 13},0.8098591549295775,0.8721835225318197,0.8677777260088875,0.8229508196721311,0.8231854145166839,79,113,83,59,67
{'max_depth': 14},0.8140350877192982,0.8768059855521155,0.8660320000170714,0.8262295081967214,0.8264533883728931,37,11,100,23,26
{'max_depth': 15},0.801418439716312,0.8731940144478845,0.8685501220534466,0.8163934426229508,0.8166494668042656,145,77,60,140,140
{'max_depth': 16},0.8085106382978724,0.8728930168558651,0.8688349412315681,0.8229508196721311,0.8232069143446852,101,93,45,59,59
{'max_depth': 17},0.8056537102473499,0.8726780185758514,0.8683324896219553,0.819672131147541,0.8199174406604748,122,99,71,106,112
{'max_depth': 18},0.8096885813148789,0.8721620227038185,0.8632866217255153,0.819672131147541,0.8198529411764706,99,114,130,106,137
{'max_depth': 19},0.8098591549295775,0.8733660130718954,0.8687807308180395,0.8229508196721311,0.8231854145166839,79,70,50,59,67
{'max_depth': 20},0.8125,0.8698615411076711,0.8613621422318128,0.8229508196721311,0.8231424148606811,59,147,148,59,99
{'max_depth': 21},0.8140350877192982,0.8718180254557963,0.8630142946692838,0.8262295081967214,0.8264533883728931,37,125,135,23,26
