params,f1,roc_auc,average_precision,accuracy,balanced_accuracy,rank_test_f1,rank_test_roc_auc,rank_test_average_precision,rank_test_accuracy,rank_test_balanced_accuracy
{'max_depth': None},0.8728179551122194,0.9268756147724224,0.9233685597586492,0.8794326241134752,0.8795604936063668,6,144,143,6,8
{'max_depth': 1},0.8663366336633662,0.9290217294107127,0.9253431407592082,0.8723404255319149,0.8724514888670303,77,69,47,77,109
{'max_depth': 2},0.8706467661691543,0.93018420817312,0.9250542229046805,0.8770685579196218,0.8771908253599213,11,17,70,11,19
{'max_depth': 3},0.8684863523573201,0.9284293123491013,0.9250825006511147,0.8747044917257684,0.8748211571134759,36,96,66,36,57
{'max_depth': 4},0.8684863523573201,0.9292899937404989,0.9253199073031999,0.8747044917257684,0.8748211571134759,36,56,50,36,57
{'max_depth': 5},0.8656716417910448,0.9289211302870428,0.924949530487011,0.8723404255319149,0.8724626665474381,94,72,77,77,78
{'max_depth': 6},0.8706467661691543,0.9290552624519359,0.9248966565562717,0.8770685579196218,0.8771908253599213,11,65,81,11,19
{'max_depth': 7},0.8641975308641975,0.9288093534829651,0.9248792219418268,0.8699763593380615,0.8700818206205848,126,81,83,126,142
{'max_depth': 8},0.8635235732009927,0.9309442904408477,0.9257087716019251,0.8699763593380615,0.8700929983009926,131,2,28,126,126
{'max_depth': 9},0.8663366336633662,0.9283175355450237,0.9242078206533839,0.8723404255319149,0.8724514888670303,77,101,114,77,109
{'max_depth': 10},0.8684863523573201,0.929379415183761,0.9248531341700459,0.8747044917257684,0.8748211571134759,36,50,84,36,57
{'max_depth': 11},0.8656716417910448,0.9286305105964411,0.9242032691761412,0.8723404255319149,0.8724626665474381,94,87,115,77,78
{'max_depth': 12},0.8678304239401495,0.928440490029509,0.9249636270604464,0.8747044917257684,0.8748323347938836,56,94,76,36,36
{'max_depth': 13},0.8706467661691543,0.9277139408030045,0.9244809993776959,0.8770685579196218,0.8771908253599213,11,123,102,11,19
{'max_depth': 14},0.8678304239401495,0.927691585442189,0.9248111922188492,0.8747044917257684,0.8748323347938836,56,125,87,36,36
{'max_depth': 15},0.8656716417910448,0.9293570598229455,0.925343594535152,0.8723404255319149,0.8724626665474381,94,51,46,77,78
{'max_depth': 16},0.8663366336633662,0.9303406956988286,0.9261345467899438,0.8723404255319149,0.8724514888670303,77,12,9,77,109
{'max_depth': 17},0.8678304239401495,0.9305866046677993,0.9260409580579926,0.8747044917257684,0.8748323347938836,56,7,15,36,36
{'max_depth': 18},0.8635235732009927,0.9286640436376643,0.9252934975130638,0.8699763593380615,0.8700929983009926,131,83,52,126,126
{'max_depth': 19},0.8656716417910448,0.9275798086381114,0.9243804096829142,0.8723404255319149,0.8724626665474381,94,129,107,77,78
{'max_depth': 20},0.8663366336633662,0.9304412948224985,0.9259150766350646,0.8723404255319149,0.8724514888670303,77,10,18,77,109
{'max_depth': 21},0.8706467661691543,0.9296476795135473,0.9253958510980129,0.8770685579196218,0.8771908253599213,11,40,44,11,19
{'max_depth': 22},0.8684863523573201,0.9280716265760529,0.9249188683628448,0.8747044917257684,0.8748211571134759,36,114,80,36,57
{'max_depth': 23},0.8613861386138613,0.9291223285343826,0.9250818483107456,0.8676122931442081,0.867723330054547,147,60,67,147,147
{'max_depth': 24},0.8684863523573201,0.9297929893588482,0.9256322370751457,0.8747044917257684,0.8748211571134759,36,34,31,36,57
{'max_depth': 25},0.8684863523573201,0.9272444782258786,0.9240885472665736,0.8747044917257684,0.8748211571134759,36,138,121,36,57
{'max_depth': 26},0.8700000000000001,0.929189394616829,0.9251428484825073,0.8770685579196218,0.8772020030403291,28,59,60,11,11
{'max_depth': 27},0.8663366336633662,0.9282392917821694,0.923731886294316,0.8723404255319149,0.8724514888670303,77,105,132,77,109
{'max_depth': 28},0.8706467661691543,0.9265849950818207,0.9232613488241062,0.8770685579196218,0.8771908253599213,11,148,146,11,19
{'max_depth': 29},0.8613861386138613,0.9280604488956452,0.9240393812731322,0.8676122931442081,0.867723330054547,147,115,122,147,147
{'max_depth': 30},0.8663366336633662,0.9288428865241886,0.9247345443316354,0.8723404255319149,0.8724514888670303,77,79,92,77,109
{'max_depth': 31},0.8700000000000001,0.9284293123491014,0.9243867475446872,0.8770685579196218,0.8772020030403291,28,95,106,11,11
{'max_depth': 32},0.8721804511278196,0.9276915854421891,0.9233146879954438,0.8794326241134752,0.8795716712867746,9,124,144,6,6
{'max_depth': 33},0.8706467661691543,0.9278480729678977,0.9249485006687179,0.8770685579196218,0.8771908253599213,11,120,78,11,19
{'max_depth': 34},0.8684863523573201,0.9286416882768488,0.9250976348462736,0.8747044917257684,0.8748211571134759,36,86,64,36,57
{'max_depth': 35},0.8641975308641975,0.9299606545649646,0.9255124201275656,0.8699763593380615,0.8700818206205848,126,25,38,126,142
{'max_depth': 36},0.8641975308641975,0.9288540642045962,0.9251525399987441,0.8699763593380615,0.8700818206205848,126,78,59,126,142
{'max_depth': 37},0.8706467661691543,0.9289993740498972,0.925000637761894,0.8770685579196218,0.8771908253599213,11,70,73,11,19
{'max_depth': 38},0.8613861386138613,0.9271662344630243,0.9238493745927137,0.8676122931442081,0.867723330054547,147,140,131,147,147
{'max_depth': 39},0.8749999999999999,0.9283846016274703,0.9248453130798312,0.8817966903073287,0.8819301618528124,1,99,85,1,1
