params,f1,roc_auc,average_precision,accuracy,balanced_accuracy,rank_test_f1,rank_test_roc_auc,rank_test_average_precision,rank_test_accuracy,rank_test_balanced_accuracy
"{'max_depth': 3, 'min_child_weight': 1}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 3, 'min_child_weight': 2}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 3, 'min_child_weight': 3}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 3, 'min_child_weight': 4}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 3, 'min_child_weight': 5}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 3, 'min_child_weight': 6}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 4, 'min_child_weight': 1}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 4, 'min_child_weight': 2}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 4, 'min_child_weight': 3}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 4, 'min_child_weight': 4}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 4, 'min_child_weight': 5}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 4, 'min_child_weight': 6}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 5, 'min_child_weight': 1}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 5, 'min_child_weight': 2}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 5, 'min_child_weight': 3}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 5, 'min_child_weight': 4}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 5, 'min_child_weight': 5}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 5, 'min_child_weight': 6}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 6, 'min_child_weight': 1}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 6, 'min_child_weight': 2}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 6, 'min_child_weight': 3}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 6, 'min_child_weight': 4}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 6, 'min_child_weight': 5}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 6, 'min_child_weight': 6}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 7, 'min_child_weight': 1}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 7, 'min_child_weight': 2}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 7, 'min_child_weight': 3}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 7, 'min_child_weight': 4}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 7, 'min_child_weight': 5}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 7, 'min_child_weight': 6}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 8, 'min_child_weight': 1}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 8, 'min_child_weight': 2}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 8, 'min_child_weight': 3}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 8, 'min_child_weight': 4}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 8, 'min_child_weight': 5}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 8, 'min_child_weight': 6}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 9, 'min_child_weight': 1}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 9, 'min_child_weight': 2}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 9, 'min_child_weight': 3}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 9, 'min_child_weight': 4}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 9, 'min_child_weight': 5}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 9, 'min_child_weight': 6}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 10, 'min_child_weight': 1}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 10, 'min_child_weight': 2}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 10, 'min_child_weight': 3}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 10, 'min_child_weight': 4}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 10, 'min_child_weight': 5}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 10, 'min_child_weight': 6}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 12, 'min_child_weight': 1}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 12, 'min_child_weight': 2}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
"{'max_depth': 12, 'min_child_weight': 3}",0.8169761273209549,0.9037266386479478,0.9051903781182548,0.8368794326241135,0.8371411964589108,1,1,1,1,1
