params,f1,roc_auc,average_precision,accuracy,balanced_accuracy,rank_test_f1,rank_test_roc_auc,rank_test_average_precision,rank_test_accuracy,rank_test_balanced_accuracy
"{'reg_alpha': 0, 'reg_lambda': 0}",0.5462962962962963,0.8101780185758514,0.8184683737931095,0.6786885245901639,0.6796525627794978,13,69,59,10,10
"{'reg_alpha': 0, 'reg_lambda': 0.01}",0.5437788018433181,0.8146069831441348,0.8159935120917873,0.6754098360655738,0.6763630890952872,51,61,64,51,55
"{'reg_alpha': 0, 'reg_lambda': 0.02}",0.5462962962962963,0.8067165462676299,0.8087048543299957,0.6786885245901639,0.6796525627794978,13,70,72,10,10
"{'reg_alpha': 0, 'reg_lambda': 0.05}",0.5462962962962963,0.8040935672514621,0.8144814189932208,0.6786885245901639,0.6796525627794978,13,77,70,10,10
"{'reg_alpha': 0, 'reg_lambda': 0.1}",0.5462962962962963,0.8062005503955969,0.8086778010213647,0.6786885245901639,0.6796525627794978,13,71,73,10,10
"{'reg_alpha': 0, 'reg_lambda': 0.5}",0.5462962962962963,0.8331613347093223,0.8412294120797486,0.6786885245901639,0.6796525627794978,13,14,13,10,10
"{'reg_alpha': 0, 'reg_lambda': 1}",0.5395348837209302,0.8264103887168903,0.8324644590150554,0.6754098360655738,0.6763845889232887,75,28,29,51,51
"{'reg_alpha': 0, 'reg_lambda': 2}",0.5462962962962963,0.8353543171654627,0.8376947421157377,0.6786885245901639,0.6796525627794978,13,8,17,10,10
"{'reg_alpha': 0, 'reg_lambda': 3}",0.5462962962962963,0.8289473684210527,0.8285202486771275,0.6786885245901639,0.6796525627794978,13,25,32,10,10
"{'reg_alpha': 0.01, 'reg_lambda': 0}",0.5462962962962963,0.8158324733402132,0.8230998472577118,0.6786885245901639,0.6796525627794978,13,51,52,10,10
"{'reg_alpha': 0.01, 'reg_lambda': 0.01}",0.5437788018433181,0.8058995528035777,0.8082591893258133,0.6754098360655738,0.6763630890952872,51,74,76,51,55
"{'reg_alpha': 0.01, 'reg_lambda': 0.02}",0.5437788018433181,0.8058995528035777,0.8082591893258133,0.6754098360655738,0.6763630890952872,51,74,76,51,55
"{'reg_alpha': 0.01, 'reg_lambda': 0.05}",0.5370370370370371,0.8028250773993809,0.8080647716593203,0.6721311475409836,0.6730951152390781,79,80,80,76,76
"{'reg_alpha': 0.01, 'reg_lambda': 0.1}",0.5462962962962963,0.8059425524595805,0.8083971819622177,0.6786885245901639,0.6796525627794978,13,73,75,10,10
"{'reg_alpha': 0.01, 'reg_lambda': 0.5}",0.5437788018433181,0.8327098383212935,0.8355719383604626,0.6754098360655738,0.6763630890952872,51,15,22,51,55
"{'reg_alpha': 0.01, 'reg_lambda': 1}",0.5370370370370371,0.816219470244238,0.8226172747793674,0.6721311475409836,0.6730951152390781,79,45,55,76,76
"{'reg_alpha': 0.01, 'reg_lambda': 2}",0.5395348837209302,0.834343825249398,0.8369844757342588,0.6754098360655738,0.6763845889232887,75,9,19,51,51
"{'reg_alpha': 0.01, 'reg_lambda': 3}",0.5437788018433181,0.8333548331613346,0.8348151331416931,0.6754098360655738,0.6763630890952872,51,13,24,51,55
"{'reg_alpha': 0.02, 'reg_lambda': 0}",0.5437788018433181,0.8058995528035777,0.8082591893258133,0.6754098360655738,0.6763630890952872,51,74,76,51,55
"{'reg_alpha': 0.02, 'reg_lambda': 0.01}",0.5462962962962963,0.8061575507395942,0.8088635123963317,0.6786885245901639,0.6796525627794978,13,72,71,10,10
"{'reg_alpha': 0.02, 'reg_lambda': 0.02}",0.5462962962962963,0.8028680770553837,0.8072544480538582,0.6786885245901639,0.6796525627794978,13,79,81,10,10
"{'reg_alpha': 0.02, 'reg_lambda': 0.05}",0.5462962962962963,0.8027820777433782,0.8080822489240418,0.6786885245901639,0.6796525627794978,13,81,79,10,10
"{'reg_alpha': 0.02, 'reg_lambda': 0.1}",0.5437788018433181,0.8146714826281389,0.815763205415964,0.6754098360655738,0.6763630890952872,51,59,67,51,55
"{'reg_alpha': 0.02, 'reg_lambda': 0.5}",0.5504587155963303,0.8159184726522187,0.8174391285917229,0.6786885245901639,0.6796310629514963,11,49,60,10,48
"{'reg_alpha': 0.02, 'reg_lambda': 1}",0.5412844036697247,0.8243034055727555,0.8318420194957732,0.6721311475409836,0.6730736154110767,72,32,30,76,79
"{'reg_alpha': 0.02, 'reg_lambda': 2}",0.5596330275229358,0.82765737874097,0.8332730855163422,0.6852459016393443,0.6861885104919161,1,26,26,1,1
"{'reg_alpha': 0.02, 'reg_lambda': 3}",0.5412844036697247,0.8120485036119711,0.8159467679519343,0.6721311475409836,0.6730736154110767,72,67,65,76,79
"{'reg_alpha': 0.05, 'reg_lambda': 0}",0.5462962962962963,0.8161549707602339,0.8267472155645984,0.6786885245901639,0.6796525627794978,13,46,36,10,10
"{'reg_alpha': 0.05, 'reg_lambda': 0.01}",0.5462962962962963,0.8172514619883041,0.8328883724803826,0.6786885245901639,0.6796525627794978,13,36,28,10,10
"{'reg_alpha': 0.05, 'reg_lambda': 0.02}",0.5462962962962963,0.8033410732714139,0.8086107623995507,0.6786885245901639,0.6796525627794978,13,78,74,10,10
"{'reg_alpha': 0.05, 'reg_lambda': 0.05}",0.5412844036697247,0.8190789473684211,0.8269865917314191,0.6721311475409836,0.6730736154110767,72,34,35,76,79
"{'reg_alpha': 0.05, 'reg_lambda': 0.1}",0.5437788018433181,0.827485380116959,0.833032710473117,0.6754098360655738,0.6763630890952872,51,27,27,51,55
"{'reg_alpha': 0.05, 'reg_lambda': 0.5}",0.5437788018433181,0.8126934984520123,0.8165427940844514,0.6754098360655738,0.6763630890952872,51,65,61,51,55
"{'reg_alpha': 0.05, 'reg_lambda': 1}",0.5437788018433181,0.8258728930168558,0.8374148980236263,0.6754098360655738,0.6763630890952872,51,30,18,51,55
"{'reg_alpha': 0.05, 'reg_lambda': 2}",0.5437788018433181,0.8290763673890609,0.8281372645100936,0.6754098360655738,0.6763630890952872,51,24,34,51,55
"{'reg_alpha': 0.05, 'reg_lambda': 3}",0.5437788018433181,0.844921740626075,0.8496242459752014,0.6754098360655738,0.6763630890952872,51,3,5,51,55
"{'reg_alpha': 0.1, 'reg_lambda': 0}",0.5529953917050691,0.8184769521843825,0.8266451532260977,0.6819672131147541,0.682920536635707,6,35,37,5,5
"{'reg_alpha': 0.1, 'reg_lambda': 0.01}",0.5437788018433181,0.8146284829721362,0.8157668292785223,0.6754098360655738,0.6763630890952872,51,60,66,51,55
"{'reg_alpha': 0.1, 'reg_lambda': 0.02}",0.5437788018433181,0.8143704850361198,0.8154483090201987,0.6754098360655738,0.6763630890952872,51,62,69,51,55
"{'reg_alpha': 0.1, 'reg_lambda': 0.05}",0.5437788018433181,0.8116615067079463,0.8154562237173841,0.6754098360655738,0.6763630890952872,51,68,68,51,55
"{'reg_alpha': 0.1, 'reg_lambda': 0.1}",0.5462962962962963,0.8122205022359821,0.8163339244497345,0.6786885245901639,0.6796525627794978,13,66,62,10,10
"{'reg_alpha': 0.1, 'reg_lambda': 0.5}",0.5437788018433181,0.815015479876161,0.8162464391631272,0.6754098360655738,0.6763630890952872,51,58,63,51,55
"{'reg_alpha': 0.1, 'reg_lambda': 1}",0.5395348837209302,0.8249914000687995,0.8366919336481585,0.6754098360655738,0.6763845889232887,75,31,20,51,51
"{'reg_alpha': 0.1, 'reg_lambda': 2}",0.5596330275229358,0.8295278637770898,0.8318036243968602,0.6852459016393443,0.6861885104919161,1,21,31,1,1
"{'reg_alpha': 0.1, 'reg_lambda': 3}",0.5437788018433181,0.8211429308565532,0.8333086630939734,0.6754098360655738,0.6763630890952872,51,33,25,51,55
"{'reg_alpha': 0.5, 'reg_lambda': 0}",0.5545454545454546,0.8321078431372549,0.8349023654510263,0.6786885245901639,0.6796095631234951,5,17,23,10,50
"{'reg_alpha': 0.5, 'reg_lambda': 0.01}",0.5529953917050691,0.8158324733402132,0.8191601901276081,0.6819672131147541,0.682920536635707,6,51,58,5,5
"{'reg_alpha': 0.5, 'reg_lambda': 0.02}",0.5504587155963303,0.8325378396972823,0.8479069046258227,0.6786885245901639,0.6796310629514963,11,16,8,10,48
"{'reg_alpha': 0.5, 'reg_lambda': 0.05}",0.5462962962962963,0.8335698314413484,0.8357037697204784,0.6786885245901639,0.6796525627794978,13,12,21,10,10
"{'reg_alpha': 0.5, 'reg_lambda': 0.1}",0.5437788018433181,0.8340428276573786,0.847605825769653,0.6754098360655738,0.6763630890952872,51,10,9,51,55
"{'reg_alpha': 0.5, 'reg_lambda': 0.5}",0.5462962962962963,0.8263673890608876,0.8378923374771076,0.6786885245901639,0.6796525627794978,13,29,16,10,10
"{'reg_alpha': 0.5, 'reg_lambda': 1}",0.5437788018433181,0.8291623667010665,0.8282634069214444,0.6754098360655738,0.6763630890952872,51,23,33,51,55
"{'reg_alpha': 0.5, 'reg_lambda': 2}",0.5529953917050691,0.8522316821465428,0.8542925658557761,0.6819672131147541,0.682920536635707,6,1,3,5,5
"{'reg_alpha': 0.5, 'reg_lambda': 3}",0.5462962962962963,0.8491142070863433,0.8546535602732761,0.6786885245901639,0.6796525627794978,13,2,2,10,10
"{'reg_alpha': 1, 'reg_lambda': 0}",0.5462962962962963,0.8298288613691089,0.8398816237288413,0.6786885245901639,0.6796525627794978,13,20,14,10,10
"{'reg_alpha': 1, 'reg_lambda': 0.01}",0.5462962962962963,0.8310758513931887,0.8413349911704968,0.6786885245901639,0.6796525627794978,13,18,12,10,10
"{'reg_alpha': 1, 'reg_lambda': 0.02}",0.5462962962962963,0.8292698658410733,0.8440824913375511,0.6786885245901639,0.6796525627794978,13,22,11,10,10
"{'reg_alpha': 1, 'reg_lambda': 0.05}",0.5462962962962963,0.8299578603371172,0.8396048652976541,0.6786885245901639,0.6796525627794978,13,19,15,10,10
"{'reg_alpha': 1, 'reg_lambda': 0.1}",0.5437788018433181,0.8338063295493636,0.848876361169035,0.6754098360655738,0.6763630890952872,51,11,7,51,55
"{'reg_alpha': 1, 'reg_lambda': 0.5}",0.5462962962962963,0.8370743034055727,0.8490714367643972,0.6786885245901639,0.6796525627794978,13,7,6,10,10
"{'reg_alpha': 1, 'reg_lambda': 1}",0.5462962962962963,0.8373323013415893,0.8469048080311781,0.6786885245901639,0.6796525627794978,13,6,10,10,10
"{'reg_alpha': 1, 'reg_lambda': 2}",0.5462962962962963,0.8433522531819745,0.8527686710415736,0.6786885245901639,0.6796525627794978,13,5,4,10,10
"{'reg_alpha': 1, 'reg_lambda': 3}",0.5395348837209302,0.8445992432060543,0.8598742744522699,0.6754098360655738,0.6763845889232887,75,4,1,51,51
"{'reg_alpha': 2, 'reg_lambda': 0}",0.5437788018433181,0.8171009631922944,0.8262246187213779,0.6754098360655738,0.6763630890952872,51,37,38,51,55
"{'reg_alpha': 2, 'reg_lambda': 0.01}",0.5462962962962963,0.8159399724802201,0.8230186435698591,0.6786885245901639,0.6796525627794978,13,47,53,10,10
"{'reg_alpha': 2, 'reg_lambda': 0.02}",0.5462962962962963,0.8169289645682833,0.8261031274686437,0.6786885245901639,0.6796525627794978,13,38,39,10,10
"{'reg_alpha': 2, 'reg_lambda': 0.05}",0.5462962962962963,0.8158969728242174,0.8241296964344432,0.6786885245901639,0.6796525627794978,13,50,48,10,10
"{'reg_alpha': 2, 'reg_lambda': 0.1}",0.5462962962962963,0.8132954936360509,0.821590934574367,0.6786885245901639,0.6796525627794978,13,64,57,10,10
"{'reg_alpha': 2, 'reg_lambda': 0.5}",0.5462962962962963,0.8165419676642587,0.8254827533567232,0.6786885245901639,0.6796525627794978,13,40,41,10,10
"{'reg_alpha': 2, 'reg_lambda': 1}",0.5462962962962963,0.8155099759201926,0.8231170800555747,0.6786885245901639,0.6796525627794978,13,53,51,10,10
"{'reg_alpha': 2, 'reg_lambda': 2}",0.5462962962962963,0.8154669762641898,0.8241076262524131,0.6786885245901639,0.6796525627794978,13,55,49,10,10
"{'reg_alpha': 2, 'reg_lambda': 3}",0.5596330275229358,0.8155099759201926,0.8242395531993353,0.6852459016393443,0.6861885104919161,1,53,47,1,1
"{'reg_alpha': 3, 'reg_lambda': 0}",0.5529953917050691,0.8154239766081871,0.8240128648561712,0.6819672131147541,0.682920536635707,6,56,50,5,5
"{'reg_alpha': 3, 'reg_lambda': 0.01}",0.5462962962962963,0.8159399724802201,0.8242974072411674,0.6786885245901639,0.6796525627794978,13,47,46,10,10
"{'reg_alpha': 3, 'reg_lambda': 0.02}",0.5462962962962963,0.8162839697282421,0.8250796471059064,0.6786885245901639,0.6796525627794978,13,42,44,10,10
"{'reg_alpha': 3, 'reg_lambda': 0.05}",0.5462962962962963,0.8162409700722394,0.8246061861126294,0.6786885245901639,0.6796525627794978,13,44,45,10,10
"{'reg_alpha': 3, 'reg_lambda': 0.1}",0.5596330275229358,0.8135534915720675,0.8221319754489597,0.6852459016393443,0.6861885104919161,1,63,56,1,1
"{'reg_alpha': 3, 'reg_lambda': 0.5}",0.5462962962962963,0.8162839697282421,0.82516044592727,0.6786885245901639,0.6796525627794978,13,42,43,10,10
"{'reg_alpha': 3, 'reg_lambda': 1}",0.5462962962962963,0.8164129686962504,0.825426558460541,0.6786885245901639,0.6796525627794978,13,41,42,10,10
"{'reg_alpha': 3, 'reg_lambda': 2}",0.5529953917050691,0.8165849673202614,0.8257034231162313,0.6819672131147541,0.682920536635707,6,39,40,5,5
"{'reg_alpha': 3, 'reg_lambda': 3}",0.5370370370370371,0.8152089783281733,0.8230170440113423,0.6721311475409836,0.6730951152390781,79,57,54,76,76
