params,f1,roc_auc,average_precision,accuracy,balanced_accuracy,rank_test_f1,rank_test_roc_auc,rank_test_average_precision,rank_test_accuracy,rank_test_balanced_accuracy
"{'colsample_bytree': 0.6, 'subsample': 0.6}",0.8355263157894737,0.9315629541551064,0.9228106913792979,0.8563218390804598,0.8563218390804598,1,1,2,1,1
"{'colsample_bytree': 0.6, 'subsample': 0.7}",0.8355263157894737,0.9210595851499538,0.912386469683599,0.8563218390804598,0.8563218390804598,1,16,14,1,1
"{'colsample_bytree': 0.6, 'subsample': 0.8}",0.8355263157894737,0.9311170564143216,0.9237577576573923,0.8563218390804598,0.8563218390804598,1,2,1,1,1
"{'colsample_bytree': 0.6, 'subsample': 0.9}",0.8355263157894737,0.9239661778306248,0.9127710755146771,0.8563218390804598,0.8563218390804598,1,11,12,1,1
"{'colsample_bytree': 0.7, 'subsample': 0.6}",0.8355263157894737,0.9297793631919672,0.9214960596820947,0.8563218390804598,0.8563218390804598,1,3,5,1,1
"{'colsample_bytree': 0.7, 'subsample': 0.7}",0.8355263157894737,0.9213898797727573,0.9126798445035835,0.8563218390804598,0.8563218390804598,1,15,13,1,1
"{'colsample_bytree': 0.7, 'subsample': 0.8}",0.8355263157894737,0.9291683181397806,0.9225516157864262,0.8563218390804598,0.8563218390804598,1,5,3,1,1
"{'colsample_bytree': 0.7, 'subsample': 0.9}",0.8355263157894737,0.9219183511692429,0.9107067590624215,0.8563218390804598,0.8563218390804598,1,14,16,1,1
"{'colsample_bytree': 0.8, 'subsample': 0.6}",0.8355263157894737,0.9225789404148501,0.9145408599063864,0.8563218390804598,0.8563218390804598,1,12,10,1,1
"{'colsample_bytree': 0.8, 'subsample': 0.7}",0.8355263157894737,0.9241973840665874,0.9155104254569899,0.8563218390804598,0.8563218390804598,1,9,9,1,1
"{'colsample_bytree': 0.8, 'subsample': 0.8}",0.8355263157894737,0.9288875677103976,0.9212793688329306,0.8563218390804598,0.8563218390804598,1,6,6,1,1
"{'colsample_bytree': 0.8, 'subsample': 0.9}",0.8355263157894737,0.9221825868674858,0.9109659973292317,0.8563218390804598,0.8563218390804598,1,13,15,1,1
"{'colsample_bytree': 0.9, 'subsample': 0.6}",0.8355263157894737,0.9248744880433347,0.9195456598816218,0.8563218390804598,0.8563218390804598,1,7,7,1,1
"{'colsample_bytree': 0.9, 'subsample': 0.7}",0.8355263157894737,0.9246267670762319,0.9159297610180273,0.8563218390804598,0.8563218390804598,1,8,8,1,1
"{'colsample_bytree': 0.9, 'subsample': 0.8}",0.8355263157894737,0.9295151274937244,0.9218818065778009,0.8563218390804598,0.8563218390804598,1,4,4,1,1
"{'colsample_bytree': 0.9, 'subsample': 0.9}",0.8355263157894737,0.9241313251420267,0.9129616065842633,0.8563218390804598,0.8563218390804598,1,10,11,1,1
