params,f1,roc_auc,average_precision,accuracy,balanced_accuracy,rank_test_f1,rank_test_roc_auc,rank_test_average_precision,rank_test_accuracy,rank_test_balanced_accuracy
"{'reg_alpha': 1e-05, 'reg_lambda': 1e-05}",0.9208211143695014,0.9595389087065663,0.9497469960650257,0.9224137931034483,0.9224137931034482,1,2,97,1,1
"{'reg_alpha': 1e-05, 'reg_lambda': 0.001}",0.8895705521472392,0.9581351565596512,0.952668202604163,0.896551724137931,0.896551724137931,12,6,4,12,12
"{'reg_alpha': 1e-05, 'reg_lambda': 0.1}",0.8819875776397516,0.9563845950587925,0.9519277169450944,0.8908045977011494,0.8908045977011494,64,48,27,64,64
"{'reg_alpha': 1e-05, 'reg_lambda': 0.0}",0.9176470588235294,0.9591755846214823,0.9463659982250485,0.9195402298850575,0.9195402298850575,2,3,99,2,2
"{'reg_alpha': 1e-05, 'reg_lambda': 0.1}",0.8819875776397516,0.9560212709737086,0.9513928415513855,0.8908045977011494,0.8908045977011494,64,59,55,64,64
"{'reg_alpha': 1e-05, 'reg_lambda': 0.3}",0.8881987577639752,0.9568304927995772,0.9516408412014088,0.896551724137931,0.896551724137931,28,28,43,12,12
"{'reg_alpha': 1e-05, 'reg_lambda': 0.5}",0.891640866873065,0.9563680803276524,0.9513690917148355,0.8994252873563219,0.8994252873563218,8,50,57,5,8
"{'reg_alpha': 1e-05, 'reg_lambda': 0.7}",0.8854489164086687,0.9570616990355398,0.9523369616502957,0.8936781609195402,0.8936781609195403,37,15,9,37,37
"{'reg_alpha': 1e-05, 'reg_lambda': 0.9}",0.888888888888889,0.9566323160258952,0.9520008926780905,0.896551724137931,0.896551724137931,14,34,21,12,12
"{'reg_alpha': 1e-05, 'reg_lambda': 1.0}",0.8923076923076925,0.9568635222618576,0.9519493263045874,0.8994252873563219,0.8994252873563219,5,25,25,5,5
"{'reg_alpha': 0.001, 'reg_lambda': 1e-05}",0.8819875776397516,0.95803606817281,0.9528771897342814,0.8908045977011494,0.8908045977011494,64,8,3,64,64
"{'reg_alpha': 0.001, 'reg_lambda': 0.001}",0.8785046728971961,0.9552946228035407,0.9511997336869524,0.8879310344827587,0.8879310344827587,93,97,67,90,90
"{'reg_alpha': 0.001, 'reg_lambda': 0.1}",0.8819875776397516,0.9562029330162505,0.9518265395308906,0.8908045977011494,0.8908045977011494,64,56,35,64,64
"{'reg_alpha': 0.001, 'reg_lambda': 0.0}",0.8881987577639752,0.9580360681728102,0.9530350961955898,0.896551724137931,0.896551724137931,28,7,2,12,12
"{'reg_alpha': 0.001, 'reg_lambda': 0.1}",0.888888888888889,0.9551459902232793,0.9506733324043621,0.896551724137931,0.896551724137931,14,100,96,12,12
