params,f1,roc_auc,average_precision,accuracy,balanced_accuracy,rank_test_f1,rank_test_roc_auc,rank_test_average_precision,rank_test_accuracy,rank_test_balanced_accuracy
"{'colsample_bytree': 0.6, 'subsample': 0.6, 'subsample_freq': 0}",0.7538461538461538,0.8789344685242518,0.8835921860894573,0.7901639344262295,0.790656174750602,66,74,46,48,55
"{'colsample_bytree': 0.6, 'subsample': 0.6, 'subsample_freq': 10}",0.714859437751004,0.8743120055039559,0.87764982289188,0.7672131147540984,0.7678233574131408,191,194,181,162,162
"{'colsample_bytree': 0.6, 'subsample': 0.6, 'subsample_freq': 20}",0.7527675276752768,0.874484004127967,0.8775971093256278,0.780327868852459,0.7807017543859649,86,190,184,113,124
"{'colsample_bytree': 0.6, 'subsample': 0.6, 'subsample_freq': 30}",0.7265625,0.8759889920880634,0.8785753969808978,0.7704918032786885,0.7710268317853457,159,167,170,149,152
"{'colsample_bytree': 0.6, 'subsample': 0.6, 'subsample_freq': 40}",0.7044534412955465,0.8746560027519781,0.8781130460994573,0.760655737704918,0.7612874097007224,200,188,178,191,191
"{'colsample_bytree': 0.6, 'subsample': 0.6, 'subsample_freq': 50}",0.6721991701244814,0.8775369797041624,0.8801574827085757,0.740983606557377,0.7416795665634675,221,127,141,221,221
"{'colsample_bytree': 0.6, 'subsample': 0.6, 'subsample_freq': 60}",0.6831275720164608,0.878826969384245,0.8818526583365207,0.7475409836065574,0.7482155142758857,216,81,95,216,216
"{'colsample_bytree': 0.6, 'subsample': 0.6, 'subsample_freq': 70}",0.6938775510204082,0.8760534915720675,0.8808247805574089,0.7540983606557377,0.7547514619883041,210,164,118,209,209
"{'colsample_bytree': 0.6, 'subsample': 0.6, 'subsample_freq': 80}",0.7401574803149606,0.8790419676642587,0.8827141622086456,0.7836065573770492,0.7841632266941865,117,65,71,102,102
"{'colsample_bytree': 0.6, 'subsample': 0.7, 'subsample_freq': 0}",0.7538461538461538,0.8785474716202272,0.8824890139401775,0.7901639344262295,0.790656174750602,66,92,80,48,55
"{'colsample_bytree': 0.6, 'subsample': 0.7, 'subsample_freq': 10}",0.7096774193548387,0.876074991400069,0.879279012230145,0.7639344262295082,0.7645553835569315,195,163,159,178,178
"{'colsample_bytree': 0.6, 'subsample': 0.7, 'subsample_freq': 20}",0.7720588235294117,0.8767629858961128,0.8789767993585096,0.7967213114754098,0.7970846233230134,7,148,162,17,26
"{'colsample_bytree': 0.6, 'subsample': 0.7, 'subsample_freq': 30}",0.7335907335907336,0.8736885104919161,0.8763243553969311,0.7737704918032787,0.7742733058135536,143,203,194,137,144
"{'colsample_bytree': 0.6, 'subsample': 0.7, 'subsample_freq': 40}",0.7251908396946565,0.8731510147918816,0.875413243213351,0.7639344262295082,0.7644048847609219,171,207,198,178,188
"{'colsample_bytree': 0.6, 'subsample': 0.7, 'subsample_freq': 50}",0.7237354085603113,0.8759029927760578,0.873225292900182,0.7672131147540984,0.7677373581011352,174,171,210,162,170
"{'colsample_bytree': 0.6, 'subsample': 0.7, 'subsample_freq': 60}",0.7404580152671755,0.8767629858961129,0.8729309605555283,0.7770491803278688,0.7775197798417612,116,147,212,126,136
"{'colsample_bytree': 0.6, 'subsample': 0.7, 'subsample_freq': 70}",0.7432950191570881,0.8782679738562091,0.8737444525622868,0.780327868852459,0.7808092535259719,110,100,208,113,121
"{'colsample_bytree': 0.6, 'subsample': 0.7, 'subsample_freq': 80}",0.7547169811320755,0.8791494668042656,0.8818603008735628,0.7868852459016393,0.7873237014103887,62,62,93,82,96
"{'colsample_bytree': 0.6, 'subsample': 0.8, 'subsample_freq': 0}",0.7538461538461538,0.8788914688682491,0.8836184281989641,0.7901639344262295,0.790656174750602,66,76,45,48,55
"{'colsample_bytree': 0.6, 'subsample': 0.8, 'subsample_freq': 10}",0.7265625,0.874484004127967,0.8789910583928285,0.7704918032786885,0.7710268317853457,159,190,161,149,152
"{'colsample_bytree': 0.6, 'subsample': 0.8, 'subsample_freq': 20}",0.7392996108949417,0.8765909872721019,0.8800202928354852,0.780327868852459,0.7808522531819746,121,151,148,113,119
"{'colsample_bytree': 0.6, 'subsample': 0.8, 'subsample_freq': 30}",0.725868725868726,0.8724200206398348,0.8739953227571277,0.7672131147540984,0.7677158582731338,166,214,207,162,171
"{'colsample_bytree': 0.6, 'subsample': 0.8, 'subsample_freq': 40}",0.718146718146718,0.8750859993120055,0.87092821133706,0.760655737704918,0.7611584107327141,186,186,220,191,197
