params,f1,roc_auc,average_precision,accuracy,balanced_accuracy,rank_test_f1,rank_test_roc_auc,rank_test_average_precision,rank_test_accuracy,rank_test_balanced_accuracy
"{'learning_rate': 0.001, 'n_estimators': 50}",0.8684863523573201,0.8976683358669408,0.9103196585060238,0.8747044917257684,0.8748211571134759,1,75,81,1,1
"{'learning_rate': 0.001, 'n_estimators': 75}",0.8684863523573201,0.8967294107126889,0.9133854701427762,0.8747044917257684,0.8748211571134759,1,78,80,1,1
"{'learning_rate': 0.001, 'n_estimators': 100}",0.8684863523573201,0.8971765179289994,0.9178271421968033,0.8747044917257684,0.8748211571134759,1,76,79,1,1
"{'learning_rate': 0.001, 'n_estimators': 125}",0.8684863523573201,0.8990431905570955,0.9196537665293386,0.8747044917257684,0.8748211571134759,1,71,76,1,1
"{'learning_rate': 0.001, 'n_estimators': 150}",0.8684863523573201,0.898081910042028,0.9182115530364017,0.8747044917257684,0.8748211571134759,1,74,78,1,1
"{'learning_rate': 0.001, 'n_estimators': 175}",0.8684863523573201,0.8981042654028435,0.9217194958921382,0.8747044917257684,0.8748211571134759,1,73,73,1,1
"{'learning_rate': 0.001, 'n_estimators': 200}",0.8684863523573201,0.8985401949387463,0.9219068607194553,0.8747044917257684,0.8748211571134759,1,72,72,1,1
"{'learning_rate': 0.001, 'n_estimators': 225}",0.8684863523573201,0.8960475722078154,0.921052966368137,0.8747044917257684,0.8748211571134759,1,80,75,1,1
"{'learning_rate': 0.001, 'n_estimators': 250}",0.8684863523573201,0.8963158365376016,0.9216499945903478,0.8747044917257684,0.8748211571134759,1,79,74,1,1
"{'learning_rate': 0.01, 'n_estimators': 50}",0.8684863523573201,0.8941250111776804,0.9194179165587183,0.8747044917257684,0.8748211571134759,1,81,77,1,1
"{'learning_rate': 0.01, 'n_estimators': 75}",0.8684863523573201,0.8970535634445139,0.9224071829680093,0.8747044917257684,0.8748211571134759,1,77,71,1,1
"{'learning_rate': 0.01, 'n_estimators': 100}",0.8684863523573201,0.9135294643655548,0.9279843139826511,0.8747044917257684,0.8748211571134759,1,70,70,1,1
"{'learning_rate': 0.01, 'n_estimators': 125}",0.8684863523573201,0.921029687919163,0.9328716442190219,0.8747044917257684,0.8748211571134759,1,69,69,1,1
"{'learning_rate': 0.01, 'n_estimators': 150}",0.8684863523573201,0.9220803898774927,0.9335569707215112,0.8747044917257684,0.8748211571134759,1,68,67,1,1
"{'learning_rate': 0.01, 'n_estimators': 175}",0.8684863523573201,0.9221027452383082,0.9329056828125757,0.8747044917257684,0.8748211571134759,1,67,68,1,1
"{'learning_rate': 0.01, 'n_estimators': 200}",0.8684863523573201,0.9273674327103639,0.9360398905137124,0.8747044917257684,0.8748211571134759,1,64,64,1,1
"{'learning_rate': 0.01, 'n_estimators': 225}",0.8684863523573201,0.927032102298131,0.9357336467927133,0.8747044917257684,0.8748211571134759,1,66,65,1,1
"{'learning_rate': 0.01, 'n_estimators': 250}",0.8684863523573201,0.927222122865063,0.9369284999832546,0.8747044917257684,0.8748211571134759,1,65,63,1,1
"{'learning_rate': 0.05, 'n_estimators': 50}",0.8684863523573201,0.9275127425556648,0.9375347690477562,0.8747044917257684,0.8748211571134759,1,63,62,1,1
"{'learning_rate': 0.05, 'n_estimators': 75}",0.8684863523573201,0.9292229276580524,0.9397482249930167,0.8747044917257684,0.8748211571134759,1,61,47,1,1
"{'learning_rate': 0.05, 'n_estimators': 100}",0.8684863523573201,0.9293570598229455,0.9383300030228635,0.8747044917257684,0.8748211571134759,1,59,60,1,1
"{'learning_rate': 0.05, 'n_estimators': 125}",0.8684863523573201,0.9292788160600912,0.9384649062122778,0.8747044917257684,0.8748211571134759,1,60,59,1,1
"{'learning_rate': 0.05, 'n_estimators': 150}",0.8684863523573201,0.9320955915228472,0.939609075702714,0.8747044917257684,0.8748211571134759,1,47,48,1,1
"{'learning_rate': 0.05, 'n_estimators': 175}",0.8684863523573201,0.933559867656264,0.9424556538873932,0.8747044917257684,0.8748211571134759,1,31,31,1,1
"{'learning_rate': 0.05, 'n_estimators': 200}",0.8684863523573201,0.9337722435840113,0.9429326855998423,0.8747044917257684,0.8748211571134759,1,30,30,1,1
"{'learning_rate': 0.05, 'n_estimators': 225}",0.8684863523573201,0.9346217472950014,0.9436198652596011,0.8747044917257684,0.8748211571134759,1,21,22,1,1
"{'learning_rate': 0.05, 'n_estimators': 250}",0.8684863523573201,0.9347111687382634,0.9439484071914804,0.8747044917257684,0.8748211571134759,1,18,20,1,1
"{'learning_rate': 0.07, 'n_estimators': 50}",0.8684863523573201,0.9291223285343825,0.9387986792286691,0.8747044917257684,0.8748211571134759,1,62,50,1,1
"{'learning_rate': 0.07, 'n_estimators': 75}",0.8684863523573201,0.9307766252347314,0.9395080552748647,0.8747044917257684,0.8748211571134759,1,56,49,1,1
"{'learning_rate': 0.07, 'n_estimators': 100}",0.8684863523573201,0.9322632567289636,0.9400251449193454,0.8747044917257684,0.8748211571134759,1,46,45,1,1
"{'learning_rate': 0.07, 'n_estimators': 125}",0.8684863523573201,0.9342081731199141,0.9430015544133614,0.8747044917257684,0.8748211571134759,1,24,24,1,1
"{'learning_rate': 0.07, 'n_estimators': 150}",0.8684863523573201,0.9351918089957971,0.9445491315807891,0.8747044917257684,0.8748211571134759,1,11,2,1,1
"{'learning_rate': 0.07, 'n_estimators': 175}",0.8684863523573201,0.9355606724492532,0.9447242291621689,0.8747044917257684,0.8748211571134759,1,3,1,1,1
"{'learning_rate': 0.07, 'n_estimators': 200}",0.8684863523573201,0.9353371188410982,0.9442951249705688,0.8747044917257684,0.8748211571134759,1,9,4,1,1
"{'learning_rate': 0.07, 'n_estimators': 225}",0.8684863523573201,0.9353147634802826,0.9443030659114822,0.8747044917257684,0.8748211571134759,1,10,3,1,1
"{'learning_rate': 0.07, 'n_estimators': 250}",0.8684863523573201,0.9344317267280694,0.9430675742426547,0.8747044917257684,0.8748211571134759,1,22,23,1,1
"{'learning_rate': 0.1, 'n_estimators': 50}",0.8684863523573201,0.9296141464723241,0.9381748642183999,0.8747044917257684,0.8748211571134759,1,58,61,1,1
"{'learning_rate': 0.1, 'n_estimators': 75}",0.8684863523573201,0.9330568720379147,0.9398226372725897,0.8747044917257684,0.8748211571134759,1,32,46,1,1
"{'learning_rate': 0.1, 'n_estimators': 100}",0.8684863523573201,0.9357171599749621,0.944228725687616,0.8747044917257684,0.8748211571134759,1,1,5,1,1
"{'learning_rate': 0.1, 'n_estimators': 125}",0.8684863523573201,0.9355606724492533,0.9441463010392085,0.8747044917257684,0.8748211571134759,1,2,14,1,1
"{'learning_rate': 0.1, 'n_estimators': 150}",0.8684863523573201,0.9353930072431369,0.9440532618973173,0.8747044917257684,0.8748211571134759,1,4,15,1,1
"{'learning_rate': 0.1, 'n_estimators': 175}",0.8684863523573201,0.9353930072431369,0.9440532618973173,0.8747044917257684,0.8748211571134759,1,4,15,1,1
"{'learning_rate': 0.1, 'n_estimators': 200}",0.8684863523573201,0.9353930072431369,0.9440532618973173,0.8747044917257684,0.8748211571134759,1,4,15,1,1
"{'learning_rate': 0.1, 'n_estimators': 225}",0.8684863523573201,0.9353930072431369,0.9440532618973173,0.8747044917257684,0.8748211571134759,1,4,15,1,1
"{'learning_rate': 0.1, 'n_estimators': 250}",0.8684863523573201,0.9353930072431369,0.9440532618973173,0.8747044917257684,0.8748211571134759,1,4,15,1,1
"{'learning_rate': 0.2, 'n_estimators': 50}",0.8684863523573201,0.9344093713672539,0.9437946057828275,0.8747044917257684,0.8748211571134759,1,23,21,1,1
"{'learning_rate': 0.2, 'n_estimators': 75}",0.8656716417910448,0.9347223464186712,0.9441541512935755,0.8723404255319149,0.8724626665474381,74,12,6,73,73
"{'learning_rate': 0.2, 'n_estimators': 100}",0.8656716417910448,0.9347223464186712,0.9441541512935755,0.8723404255319149,0.8724626665474381,74,12,6,73,73
"{'learning_rate': 0.2, 'n_estimators': 125}",0.8656716417910448,0.9346999910578557,0.9441506874467029,0.8723404255319149,0.8724626665474381,74,19,12,73,73
"{'learning_rate': 0.2, 'n_estimators': 150}",0.8656716417910448,0.9347223464186712,0.9441541512935755,0.8723404255319149,0.8724626665474381,74,12,6,73,73
"{'learning_rate': 0.2, 'n_estimators': 175}",0.8656716417910448,0.9347223464186712,0.9441541512935755,0.8723404255319149,0.8724626665474381,74,12,6,73,73
"{'learning_rate': 0.2, 'n_estimators': 200}",0.8656716417910448,0.9347223464186712,0.9441541512935755,0.8723404255319149,0.8724626665474381,74,12,6,73,73
"{'learning_rate': 0.2, 'n_estimators': 225}",0.8656716417910448,0.9347223464186712,0.9441541512935755,0.8723404255319149,0.8724626665474381,74,12,6,73,73
"{'learning_rate': 0.2, 'n_estimators': 250}",0.8656716417910448,0.9346999910578557,0.9441506874467029,0.8723404255319149,0.8724626665474381,74,19,12,73,73
"{'learning_rate': 0.5, 'n_estimators': 50}",0.8684863523573201,0.9324197442546723,0.9403499961358344,0.8747044917257684,0.8748211571134759,1,37,36,1,1
"{'learning_rate': 0.5, 'n_estimators': 75}",0.8684863523573201,0.9324197442546723,0.9403499961358344,0.8747044917257684,0.8748211571134759,1,37,36,1,1
"{'learning_rate': 0.5, 'n_estimators': 100}",0.8684863523573201,0.9324197442546723,0.9403499961358344,0.8747044917257684,0.8748211571134759,1,37,36,1,1
"{'learning_rate': 0.5, 'n_estimators': 125}",0.8684863523573201,0.9324197442546723,0.9403499961358344,0.8747044917257684,0.8748211571134759,1,37,36,1,1
"{'learning_rate': 0.5, 'n_estimators': 150}",0.8684863523573201,0.9324197442546723,0.9403499961358344,0.8747044917257684,0.8748211571134759,1,37,36,1,1
"{'learning_rate': 0.5, 'n_estimators': 175}",0.8684863523573201,0.9324197442546723,0.9403499961358344,0.8747044917257684,0.8748211571134759,1,37,36,1,1
"{'learning_rate': 0.5, 'n_estimators': 200}",0.8684863523573201,0.9324197442546723,0.9403499961358344,0.8747044917257684,0.8748211571134759,1,37,36,1,1
"{'learning_rate': 0.5, 'n_estimators': 225}",0.8684863523573201,0.9324197442546723,0.9403499961358344,0.8747044917257684,0.8748211571134759,1,37,36,1,1
"{'learning_rate': 0.5, 'n_estimators': 250}",0.8684863523573201,0.9324197442546723,0.9403499961358344,0.8747044917257684,0.8748211571134759,1,37,36,1,1
"{'learning_rate': 0.75, 'n_estimators': 50}",0.8684863523573201,0.9317043727085756,0.938642607860317,0.8747044917257684,0.8748211571134759,1,48,51,1,1
"{'learning_rate': 0.75, 'n_estimators': 75}",0.8684863523573201,0.9317043727085756,0.938642607860317,0.8747044917257684,0.8748211571134759,1,48,51,1,1
"{'learning_rate': 0.75, 'n_estimators': 100}",0.8684863523573201,0.9317043727085756,0.938642607860317,0.8747044917257684,0.8748211571134759,1,48,51,1,1
"{'learning_rate': 0.75, 'n_estimators': 125}",0.8684863523573201,0.9317043727085756,0.938642607860317,0.8747044917257684,0.8748211571134759,1,48,51,1,1
"{'learning_rate': 0.75, 'n_estimators': 150}",0.8684863523573201,0.9317043727085756,0.938642607860317,0.8747044917257684,0.8748211571134759,1,48,51,1,1
"{'learning_rate': 0.75, 'n_estimators': 175}",0.8663366336633662,0.9299606545649647,0.9342079480787844,0.8723404255319149,0.8724514888670303,73,57,66,73,81
"{'learning_rate': 0.75, 'n_estimators': 200}",0.8684863523573201,0.9317043727085756,0.938642607860317,0.8747044917257684,0.8748211571134759,1,48,51,1,1
"{'learning_rate': 0.75, 'n_estimators': 225}",0.8684863523573201,0.9317043727085756,0.938642607860317,0.8747044917257684,0.8748211571134759,1,48,51,1,1
"{'learning_rate': 0.75, 'n_estimators': 250}",0.8684863523573201,0.9317043727085756,0.938642607860317,0.8747044917257684,0.8748211571134759,1,48,51,1,1
"{'learning_rate': 1.0, 'n_estimators': 50}",0.8684863523573201,0.9341969954395064,0.9429953016170094,0.8747044917257684,0.8748211571134759,1,25,25,1,1
"{'learning_rate': 1.0, 'n_estimators': 75}",0.8684863523573201,0.9327438969864974,0.9405332050476661,0.8747044917257684,0.8748211571134759,1,33,32,1,1
"{'learning_rate': 1.0, 'n_estimators': 100}",0.8684863523573201,0.9327438969864974,0.9405332050476661,0.8747044917257684,0.8748211571134759,1,33,32,1,1
"{'learning_rate': 1.0, 'n_estimators': 125}",0.8684863523573201,0.9341969954395064,0.9429953016170094,0.8747044917257684,0.8748211571134759,1,25,25,1,1
"{'learning_rate': 1.0, 'n_estimators': 150}",0.8684863523573201,0.9341969954395064,0.9429953016170094,0.8747044917257684,0.8748211571134759,1,25,25,1,1
"{'learning_rate': 1.0, 'n_estimators': 175}",0.8684863523573201,0.9341969954395064,0.9429953016170094,0.8747044917257684,0.8748211571134759,1,25,25,1,1
"{'learning_rate': 1.0, 'n_estimators': 200}",0.8684863523573201,0.9341969954395064,0.9429953016170094,0.8747044917257684,0.8748211571134759,1,25,25,1,1
"{'learning_rate': 1.0, 'n_estimators': 225}",0.8684863523573201,0.9327438969864974,0.9405332050476661,0.8747044917257684,0.8748211571134759,1,33,32,1,1
"{'learning_rate': 1.0, 'n_estimators': 250}",0.8684863523573201,0.9327438969864974,0.9405332050476661,0.8747044917257684,0.8748211571134759,1,33,32,1,1
