params,f1,roc_auc,average_precision,accuracy,balanced_accuracy,rank_test_f1,rank_test_roc_auc,rank_test_average_precision,rank_test_accuracy,rank_test_balanced_accuracy
"{'learning_rate': 0.001, 'n_estimators': 50}",0.9291784702549574,0.9635519883736292,0.9611202026230179,0.9281609195402298,0.9281609195402298,1,5,5,1,1
"{'learning_rate': 0.001, 'n_estimators': 75}",0.9291784702549574,0.9634528999867882,0.9609557340567362,0.9281609195402298,0.9281609195402298,1,7,9,1,1
"{'learning_rate': 0.001, 'n_estimators': 100}",0.9291784702549574,0.9636841062227506,0.9611970472050412,0.9281609195402298,0.9281609195402298,1,3,4,1,1
"{'learning_rate': 0.001, 'n_estimators': 125}",0.9291784702549574,0.9634528999867882,0.9609557340567362,0.9281609195402298,0.9281609195402298,1,7,9,1,1
"{'learning_rate': 0.001, 'n_estimators': 150}",0.9291784702549574,0.9637666798784517,0.9609812193152973,0.9281609195402298,0.9281609195402298,1,1,8,1,1
"{'learning_rate': 0.001, 'n_estimators': 175}",0.9291784702549574,0.9637666798784517,0.960981256015077,0.9281609195402298,0.9281609195402298,1,1,7,1,1
"{'learning_rate': 0.001, 'n_estimators': 200}",0.9291784702549574,0.9634694147179284,0.9610653686397043,0.9281609195402298,0.9281609195402298,1,6,6,1,1
"{'learning_rate': 0.001, 'n_estimators': 225}",0.9291784702549574,0.9632712379442463,0.9608632829376129,0.9281609195402298,0.9281609195402298,1,10,11,1,1
"{'learning_rate': 0.001, 'n_estimators': 250}",0.9291784702549574,0.9635685031047694,0.9607792155588242,0.9281609195402298,0.9281609195402298,1,4,12,1,1
"{'learning_rate': 0.01, 'n_estimators': 50}",0.9291784702549574,0.9632216937508257,0.9618543455350828,0.9281609195402298,0.9281609195402298,1,11,1,1,1
"{'learning_rate': 0.01, 'n_estimators': 75}",0.9291784702549574,0.9633207821376668,0.96158976391753,0.9281609195402298,0.9281609195402298,1,9,3,1,1
"{'learning_rate': 0.01, 'n_estimators': 100}",0.9291784702549574,0.9619830889153125,0.9616771626312333,0.9281609195402298,0.9281609195402298,1,12,2,1,1
"{'learning_rate': 0.01, 'n_estimators': 125}",0.9159420289855073,0.9605628220372572,0.9585975948717746,0.9166666666666666,0.9166666666666667,27,13,13,27,27
"{'learning_rate': 0.01, 'n_estimators': 150}",0.9208211143695014,0.9605297925749767,0.9574582720346683,0.9224137931034483,0.9224137931034482,15,14,14,13,18
"{'learning_rate': 0.01, 'n_estimators': 175}",0.920353982300885,0.9597701149425286,0.9561815571189374,0.9224137931034483,0.9224137931034483,16,15,15,13,13
"{'learning_rate': 0.01, 'n_estimators': 200}",0.9194029850746268,0.9595389087065664,0.9557077192992923,0.9224137931034483,0.9224137931034483,19,30,16,13,13
"{'learning_rate': 0.01, 'n_estimators': 225}",0.9161676646706587,0.9588948341920993,0.9551226620982278,0.9195402298850575,0.9195402298850575,22,41,19,20,20
"{'learning_rate': 0.01, 'n_estimators': 250}",0.9161676646706587,0.9587957458052583,0.9549752988318871,0.9195402298850575,0.9195402298850575,22,47,20,20,20
"{'learning_rate': 0.05, 'n_estimators': 50}",0.9161676646706587,0.9587957458052583,0.9549041085960381,0.9195402298850575,0.9195402298850575,22,47,21,20,20
"{'learning_rate': 0.05, 'n_estimators': 75}",0.9217391304347825,0.959522393975426,0.9554170577674966,0.9224137931034483,0.9224137931034483,14,31,18,13,13
"{'learning_rate': 0.05, 'n_estimators': 100}",0.9198813056379821,0.9589774078478004,0.9545713590052792,0.9224137931034483,0.9224137931034482,18,40,29,13,18
