params,f1,roc_auc,average_precision,accuracy,balanced_accuracy,rank_test_f1,rank_test_roc_auc,rank_test_average_precision,rank_test_accuracy,rank_test_balanced_accuracy
"{'reg_alpha': 1e-05, 'reg_lambda': 1e-05}",0.732283464566929,0.8797944616443069,0.883083883378854,0.7770491803278688,0.7776057791537667,95,14,7,95,98
"{'reg_alpha': 1e-05, 'reg_lambda': 0.001}",0.7301587301587302,0.8762899896800826,0.8814786351882709,0.7770491803278688,0.7776272789817682,98,88,35,95,95
"{'reg_alpha': 1e-05, 'reg_lambda': 0.1}",0.7567567567567568,0.8774079807361541,0.8823202134879142,0.7934426229508197,0.7939456484348124,85,70,26,79,79
"{'reg_alpha': 1e-05, 'reg_lambda': 0.0}",0.732283464566929,0.8800954592363261,0.8832216917136764,0.7770491803278688,0.7776057791537667,95,10,4,95,98
"{'reg_alpha': 1e-05, 'reg_lambda': 0.1}",0.7567567567567568,0.8774079807361541,0.8823202134879142,0.7934426229508197,0.7939456484348124,85,70,26,79,79
"{'reg_alpha': 1e-05, 'reg_lambda': 0.3}",0.7615384615384616,0.8779454764361885,0.8766630177034526,0.7967213114754098,0.7972136222910217,67,61,45,52,52
"{'reg_alpha': 1e-05, 'reg_lambda': 0.5}",0.7586206896551724,0.8796009631922945,0.8766506315186822,0.7934426229508197,0.7939241486068112,79,16,47,79,85
"{'reg_alpha': 1e-05, 'reg_lambda': 0.7}",0.7586206896551724,0.8805254557963536,0.8831199251555638,0.7934426229508197,0.7939241486068112,79,8,5,79,85
"{'reg_alpha': 1e-05, 'reg_lambda': 0.9}",0.7698113207547169,0.877171482628139,0.8756467689027083,0.8,0.8004385964912281,60,80,66,35,35
"{'reg_alpha': 1e-05, 'reg_lambda': 1.0}",0.7698113207547169,0.8755804953560371,0.8738888330015837,0.8,0.8004385964912281,60,97,87,35,35
"{'reg_alpha': 0.001, 'reg_lambda': 1e-05}",0.7351778656126482,0.8783324733402132,0.8824879664687741,0.780327868852459,0.7808952528379773,93,52,19,93,93
"{'reg_alpha': 0.001, 'reg_lambda': 0.001}",0.7450980392156862,0.8778809769521845,0.8822047990764199,0.7868852459016393,0.7874312005503956,92,66,30,92,92
"{'reg_alpha': 0.001, 'reg_lambda': 0.1}",0.7567567567567568,0.877450980392157,0.8824562531026501,0.7934426229508197,0.7939456484348124,85,68,21,79,79
"{'reg_alpha': 0.001, 'reg_lambda': 0.0}",0.7351778656126482,0.8783324733402132,0.8824879664687741,0.780327868852459,0.7808952528379773,93,52,19,93,93
"{'reg_alpha': 0.001, 'reg_lambda': 0.1}",0.7567567567567568,0.877450980392157,0.8824562531026501,0.7934426229508197,0.7939456484348124,85,68,21,79,79
"{'reg_alpha': 0.001, 'reg_lambda': 0.3}",0.7538461538461538,0.8788699690402476,0.8829773648697097,0.7901639344262295,0.790656174750602,91,42,8,91,91
"{'reg_alpha': 0.001, 'reg_lambda': 0.5}",0.7586206896551724,0.8799664602683178,0.8771997859971228,0.7934426229508197,0.7939241486068112,79,12,38,79,85
"{'reg_alpha': 0.001, 'reg_lambda': 0.7}",0.7586206896551724,0.8815574475404198,0.8832478789283942,0.7934426229508197,0.7939241486068112,79,2,3,79,85
"{'reg_alpha': 0.001, 'reg_lambda': 0.9}",0.7698113207547169,0.8772574819401445,0.8756782376948153,0.8,0.8004385964912281,60,76,65,35,35
"{'reg_alpha': 0.001, 'reg_lambda': 1.0}",0.7698113207547169,0.8755804953560371,0.8738888330015837,0.8,0.8004385964912281,60,97,87,35,35
"{'reg_alpha': 0.1, 'reg_lambda': 1e-05}",0.7615384615384616,0.8789344685242517,0.8827923855736374,0.7967213114754098,0.7972136222910217,67,34,13,52,52
"{'reg_alpha': 0.1, 'reg_lambda': 0.001}",0.7615384615384616,0.8789344685242517,0.8827923855736374,0.7967213114754098,0.7972136222910217,67,34,13,52,52
"{'reg_alpha': 0.1, 'reg_lambda': 0.1}",0.7615384615384616,0.8796009631922944,0.8829681659560517,0.7967213114754098,0.7972136222910217,67,18,9,52,52
"{'reg_alpha': 0.1, 'reg_lambda': 0.0}",0.7615384615384616,0.8789344685242517,0.8827923855736374,0.7967213114754098,0.7972136222910217,67,34,13,52,52
"{'reg_alpha': 0.1, 'reg_lambda': 0.1}",0.7615384615384616,0.8796009631922944,0.8829681659560517,0.7967213114754098,0.7972136222910217,67,18,9,52,52
"{'reg_alpha': 0.1, 'reg_lambda': 0.3}",0.7715355805243446,0.8779239766081872,0.8812411681633341,0.8,0.8004170966632267,46,64,36,35,42
"{'reg_alpha': 0.1, 'reg_lambda': 0.5}",0.7727272727272727,0.8791494668042655,0.8765321320819656,0.8032786885245902,0.8037280701754386,39,29,52,21,21
"{'reg_alpha': 0.1, 'reg_lambda': 0.7}",0.7727272727272727,0.8761824905400757,0.8754958223862839,0.8032786885245902,0.8037280701754386,39,90,69,21,21
"{'reg_alpha': 0.1, 'reg_lambda': 0.9}",0.7749077490774907,0.8794934640522876,0.8753792386886902,0.8,0.800374097007224,32,22,71,35,46
"{'reg_alpha': 0.1, 'reg_lambda': 1.0}",0.7732342007434945,0.8794504643962847,0.8814893959887325,0.8,0.8003955968352253,37,24,33,35,44
"{'reg_alpha': 0.0, 'reg_lambda': 1e-05}",0.732283464566929,0.8810414516683867,0.8836077996874457,0.7770491803278688,0.7776057791537667,95,3,2,95,98
"{'reg_alpha': 0.0, 'reg_lambda': 0.001}",0.7301587301587302,0.8765049879600963,0.8815437378795263,0.7770491803278688,0.7776272789817682,98,85,32,95,95
"{'reg_alpha': 0.0, 'reg_lambda': 0.1}",0.7567567567567568,0.8774079807361541,0.8823202134879142,0.7934426229508197,0.7939456484348124,85,70,26,79,79
"{'reg_alpha': 0.0, 'reg_lambda': 0.0}",0.7301587301587302,0.8826324389404885,0.8846025917211133,0.7770491803278688,0.7776272789817682,98,1,1,95,95
"{'reg_alpha': 0.0, 'reg_lambda': 0.1}",0.7567567567567568,0.8774079807361541,0.8823202134879142,0.7934426229508197,0.7939456484348124,85,70,26,79,79
"{'reg_alpha': 0.0, 'reg_lambda': 0.3}",0.7615384615384616,0.8779454764361885,0.8766630177034526,0.7967213114754098,0.7972136222910217,67,61,45,52,52
"{'reg_alpha': 0.0, 'reg_lambda': 0.5}",0.7586206896551724,0.8796009631922945,0.8766506315186822,0.7934426229508197,0.7939241486068112,79,16,47,79,85
"{'reg_alpha': 0.0, 'reg_lambda': 0.7}",0.7586206896551724,0.8805254557963536,0.8831199251555638,0.7934426229508197,0.7939241486068112,79,8,5,79,85
"{'reg_alpha': 0.0, 'reg_lambda': 0.9}",0.7698113207547169,0.877171482628139,0.8756467689027083,0.8,0.8004385964912281,60,80,66,35,35
"{'reg_alpha': 0.0, 'reg_lambda': 1.0}",0.7698113207547169,0.8755804953560371,0.8738888330015837,0.8,0.8004385964912281,60,97,87,35,35
"{'reg_alpha': 0.1, 'reg_lambda': 1e-05}",0.7615384615384616,0.8789344685242517,0.8827923855736374,0.7967213114754098,0.7972136222910217,67,34,13,52,52
"{'reg_alpha': 0.1, 'reg_lambda': 0.001}",0.7615384615384616,0.8789344685242517,0.8827923855736374,0.7967213114754098,0.7972136222910217,67,34,13,52,52
"{'reg_alpha': 0.1, 'reg_lambda': 0.1}",0.7615384615384616,0.8796009631922944,0.8829681659560517,0.7967213114754098,0.7972136222910217,67,18,9,52,52
"{'reg_alpha': 0.1, 'reg_lambda': 0.0}",0.7615384615384616,0.8789344685242517,0.8827923855736374,0.7967213114754098,0.7972136222910217,67,34,13,52,52
"{'reg_alpha': 0.1, 'reg_lambda': 0.1}",0.7615384615384616,0.8796009631922944,0.8829681659560517,0.7967213114754098,0.7972136222910217,67,18,9,52,52
"{'reg_alpha': 0.1, 'reg_lambda': 0.3}",0.7715355805243446,0.8779239766081872,0.8812411681633341,0.8,0.8004170966632267,46,64,36,35,42
"{'reg_alpha': 0.1, 'reg_lambda': 0.5}",0.7727272727272727,0.8791494668042655,0.8765321320819656,0.8032786885245902,0.8037280701754386,39,29,52,21,21
"{'reg_alpha': 0.1, 'reg_lambda': 0.7}",0.7727272727272727,0.8761824905400757,0.8754958223862839,0.8032786885245902,0.8037280701754386,39,90,69,21,21
"{'reg_alpha': 0.1, 'reg_lambda': 0.9}",0.7749077490774907,0.8794934640522876,0.8753792386886902,0.8,0.800374097007224,32,22,71,35,46
"{'reg_alpha': 0.1, 'reg_lambda': 1.0}",0.7732342007434945,0.8794504643962847,0.8814893959887325,0.8,0.8003955968352253,37,24,33,35,44
"{'reg_alpha': 0.3, 'reg_lambda': 1e-05}",0.7910447761194029,0.8791064671482629,0.8823564697270891,0.8163934426229508,0.8167999656002751,3,31,23,1,1
"{'reg_alpha': 0.3, 'reg_lambda': 0.001}",0.7910447761194029,0.8790634674922602,0.882327803289754,0.8163934426229508,0.8167999656002751,3,33,25,1,1
"{'reg_alpha': 0.3, 'reg_lambda': 0.1}",0.7925925925925925,0.8786119711042312,0.8768496326467456,0.8163934426229508,0.8167784657722739,1,44,42,1,4
"{'reg_alpha': 0.3, 'reg_lambda': 0.0}",0.7910447761194029,0.8791064671482629,0.8823564697270891,0.8163934426229508,0.8167999656002751,3,31,23,1,1
"{'reg_alpha': 0.3, 'reg_lambda': 0.1}",0.7925925925925925,0.8786119711042312,0.8768496326467456,0.8163934426229508,0.8167784657722739,1,44,42,1,4
"{'reg_alpha': 0.3, 'reg_lambda': 0.3}",0.7698113207547169,0.8787409700722394,0.8758075946788927,0.8,0.8004385964912281,60,43,64,35,35
"{'reg_alpha': 0.3, 'reg_lambda': 0.5}",0.7777777777777778,0.8796869625042999,0.8768336779646793,0.8032786885245902,0.8036635706914345,29,15,44,21,26
"{'reg_alpha': 0.3, 'reg_lambda': 0.7}",0.7765567765567766,0.8800524595803234,0.8770633160270973,0.8,0.8003525971792226,30,11,39,35,51
"{'reg_alpha': 0.3, 'reg_lambda': 0.9}",0.7749077490774907,0.8762039903680772,0.8735860935219985,0.8,0.800374097007224,32,89,96,35,46
"{'reg_alpha': 0.3, 'reg_lambda': 1.0}",0.7749077490774907,0.8779454764361885,0.874668124671358,0.8,0.800374097007224,32,61,80,35,46
"{'reg_alpha': 0.5, 'reg_lambda': 1e-05}",0.7810218978102189,0.8782894736842105,0.8763513739573815,0.8032786885245902,0.8036205710354317,21,56,56,21,32
"{'reg_alpha': 0.5, 'reg_lambda': 0.001}",0.7810218978102189,0.8782894736842105,0.8763513739573815,0.8032786885245902,0.8036205710354317,21,56,56,21,32
"{'reg_alpha': 0.5, 'reg_lambda': 0.1}",0.7720588235294117,0.8789129686962505,0.8759725484442633,0.7967213114754098,0.7970846233230134,43,40,62,52,76
"{'reg_alpha': 0.5, 'reg_lambda': 0.0}",0.7810218978102189,0.8782894736842105,0.8763513739573815,0.8032786885245902,0.8036205710354317,21,56,56,21,32
"{'reg_alpha': 0.5, 'reg_lambda': 0.1}",0.7720588235294117,0.8789129686962505,0.8759725484442633,0.7967213114754098,0.7970846233230134,43,40,62,52,76
"{'reg_alpha': 0.5, 'reg_lambda': 0.3}",0.7822878228782287,0.8793214654282765,0.876451044893004,0.8065573770491803,0.8069315445476436,20,26,54,6,6
"{'reg_alpha': 0.5, 'reg_lambda': 0.5}",0.7720588235294117,0.8799019607843137,0.8763633587033449,0.7967213114754098,0.7970846233230134,43,13,55,52,76
"{'reg_alpha': 0.5, 'reg_lambda': 0.7}",0.7703703703703704,0.8765049879600963,0.8736768396474521,0.7967213114754098,0.7971061231510148,48,85,93,52,64
"{'reg_alpha': 0.5, 'reg_lambda': 0.9}",0.7794117647058824,0.8761824905400757,0.8736529522171665,0.8032786885245902,0.8036420708634331,24,90,94,21,27
"{'reg_alpha': 0.5, 'reg_lambda': 1.0}",0.7703703703703704,0.8781174750601997,0.8744598849988833,0.7967213114754098,0.7971061231510148,48,60,83,52,64
"{'reg_alpha': 0.7, 'reg_lambda': 1e-05}",0.7838827838827839,0.8808049535603716,0.8766301923316752,0.8065573770491803,0.8069100447196422,6,4,49,6,7
"{'reg_alpha': 0.7, 'reg_lambda': 0.001}",0.7838827838827839,0.8808049535603716,0.8766301923316752,0.8065573770491803,0.8069100447196422,6,4,49,6,7
"{'reg_alpha': 0.7, 'reg_lambda': 0.1}",0.7794117647058824,0.8792784657722739,0.8768596244019053,0.8032786885245902,0.8036420708634331,24,27,40,21,27
"{'reg_alpha': 0.7, 'reg_lambda': 0.0}",0.7838827838827839,0.8808049535603716,0.8766301923316752,0.8065573770491803,0.8069100447196422,6,4,49,6,7
"{'reg_alpha': 0.7, 'reg_lambda': 0.1}",0.7794117647058824,0.8792784657722739,0.8768596244019053,0.8032786885245902,0.8036420708634331,24,27,40,21,27
"{'reg_alpha': 0.7, 'reg_lambda': 0.3}",0.7761194029850748,0.878310973512212,0.8818793240501797,0.8032786885245902,0.8036850705194358,31,54,31,21,25
"{'reg_alpha': 0.7, 'reg_lambda': 0.5}",0.7749077490774907,0.8783109735122119,0.8744332038476001,0.8,0.800374097007224,32,55,84,35,46
"{'reg_alpha': 0.7, 'reg_lambda': 0.7}",0.7703703703703704,0.8760749914000688,0.8734715618102693,0.7967213114754098,0.7971061231510148,48,93,98,52,64
"{'reg_alpha': 0.7, 'reg_lambda': 0.9}",0.7703703703703704,0.876483488132095,0.8737595685322317,0.7967213114754098,0.7971061231510148,48,87,90,52,64
"{'reg_alpha': 0.7, 'reg_lambda': 1.0}",0.7703703703703704,0.8756234950120398,0.8731793559929488,0.7967213114754098,0.7971061231510148,48,96,99,52,64
"{'reg_alpha': 0.9, 'reg_lambda': 1e-05}",0.7838827838827839,0.8783969728242174,0.8760333603043144,0.8065573770491803,0.8069100447196422,6,50,59,6,7
"{'reg_alpha': 0.9, 'reg_lambda': 0.001}",0.7838827838827839,0.8782679738562091,0.8759835581371292,0.8065573770491803,0.8069100447196422,6,59,61,6,7
"{'reg_alpha': 0.9, 'reg_lambda': 0.1}",0.7838827838827839,0.8773649810801514,0.8752517315622044,0.8065573770491803,0.8069100447196422,6,74,73,6,7
"{'reg_alpha': 0.9, 'reg_lambda': 0.0}",0.7838827838827839,0.8783969728242174,0.8760333603043144,0.8065573770491803,0.8069100447196422,6,50,59,6,7
"{'reg_alpha': 0.9, 'reg_lambda': 0.1}",0.7838827838827839,0.8773649810801514,0.8752517315622044,0.8065573770491803,0.8069100447196422,6,74,73,6,7
"{'reg_alpha': 0.9, 'reg_lambda': 0.3}",0.7794117647058824,0.8775369797041623,0.874016293683997,0.8032786885245902,0.8036420708634331,24,67,85,21,27
"{'reg_alpha': 0.9, 'reg_lambda': 0.5}",0.7703703703703704,0.8760749914000687,0.87356729287059,0.7967213114754098,0.7971061231510148,48,94,97,52,64
"{'reg_alpha': 0.9, 'reg_lambda': 0.7}",0.7703703703703704,0.8758169934640523,0.8735931023338588,0.7967213114754098,0.7971061231510148,48,95,95,52,64
"{'reg_alpha': 0.9, 'reg_lambda': 0.9}",0.7703703703703704,0.8806974544203646,0.8755577600944158,0.7967213114754098,0.7971061231510148,48,7,68,52,64
"{'reg_alpha': 0.9, 'reg_lambda': 1.0}",0.7794117647058824,0.8784614723082216,0.8746001390067282,0.8032786885245902,0.8036420708634331,24,48,81,21,27
"{'reg_alpha': 1.0, 'reg_lambda': 1e-05}",0.7838827838827839,0.877235982112143,0.8752267442389348,0.8065573770491803,0.8069100447196422,6,77,75,6,7
