params,f1,roc_auc,average_precision,accuracy,balanced_accuracy,rank_test_f1,rank_test_roc_auc,rank_test_average_precision,rank_test_accuracy,rank_test_balanced_accuracy
"{'colsample_bytree': 0.6, 'subsample': 0.6, 'subsample_freq': 0}",0.8990825688073395,0.9577222882811469,0.943685283327134,0.9051724137931034,0.9051724137931034,85,83,134,80,80
"{'colsample_bytree': 0.6, 'subsample': 0.6, 'subsample_freq': 10}",0.8805031446540881,0.9551459902232792,0.9479074472284135,0.8908045977011494,0.8908045977011494,166,133,26,158,158
"{'colsample_bytree': 0.6, 'subsample': 0.6, 'subsample_freq': 20}",0.8670886075949367,0.9532302814110187,0.9488675589572748,0.8793103448275862,0.8793103448275862,196,189,21,194,197
"{'colsample_bytree': 0.6, 'subsample': 0.6, 'subsample_freq': 30}",0.8092105263157895,0.9465583300303871,0.9376240163613122,0.8333333333333334,0.8333333333333333,220,219,217,219,219
"{'colsample_bytree': 0.6, 'subsample': 0.6, 'subsample_freq': 40}",0.8289473684210527,0.9511163958250759,0.9437467260648686,0.8505747126436781,0.8505747126436782,212,208,133,212,212
"{'colsample_bytree': 0.6, 'subsample': 0.6, 'subsample_freq': 50}",0.8662420382165605,0.9533623992601401,0.9474177859999392,0.8793103448275862,0.8793103448275863,197,186,32,194,194
"{'colsample_bytree': 0.6, 'subsample': 0.6, 'subsample_freq': 60}",0.8698412698412699,0.9537917822697848,0.9459064422844974,0.882183908045977,0.882183908045977,190,180,66,184,184
"{'colsample_bytree': 0.6, 'subsample': 0.6, 'subsample_freq': 70}",0.8769716088328076,0.9539239001189059,0.946259005721886,0.8879310344827587,0.8879310344827587,176,179,58,168,168
"{'colsample_bytree': 0.6, 'subsample': 0.6, 'subsample_freq': 80}",0.8805031446540881,0.9535605760338222,0.9456885216399762,0.8908045977011494,0.8908045977011494,166,183,72,158,158
"{'colsample_bytree': 0.6, 'subsample': 0.7, 'subsample_freq': 0}",0.8957055214723926,0.957821376667988,0.9436506835306535,0.9022988505747126,0.9022988505747127,107,79,136,96,96
"{'colsample_bytree': 0.6, 'subsample': 0.7, 'subsample_freq': 10}",0.8840125391849528,0.9557405205443256,0.9397721785010019,0.8936781609195402,0.8936781609195402,156,114,202,137,140
"{'colsample_bytree': 0.6, 'subsample': 0.7, 'subsample_freq': 20}",0.88,0.9554762848460827,0.9555762752383614,0.8879310344827587,0.8879310344827587,168,124,4,168,168
"{'colsample_bytree': 0.6, 'subsample': 0.7, 'subsample_freq': 30}",0.8544303797468354,0.9514466904478794,0.9489837778172837,0.867816091954023,0.867816091954023,204,207,20,204,204
"{'colsample_bytree': 0.6, 'subsample': 0.7, 'subsample_freq': 40}",0.8507936507936507,0.9518760734575241,0.9511551229576425,0.8649425287356322,0.8649425287356322,206,200,13,206,206
"{'colsample_bytree': 0.6, 'subsample': 0.7, 'subsample_freq': 50}",0.8881987577639752,0.9555423437706434,0.9564800857092108,0.896551724137931,0.896551724137931,133,119,3,126,126
"{'colsample_bytree': 0.6, 'subsample': 0.7, 'subsample_freq': 60}",0.8854489164086687,0.9561368740916897,0.9570038082680509,0.8936781609195402,0.8936781609195403,150,106,2,137,137
"{'colsample_bytree': 0.6, 'subsample': 0.7, 'subsample_freq': 70}",0.891640866873065,0.9570616990355397,0.9576659296753088,0.8994252873563219,0.8994252873563218,125,94,1,116,120
"{'colsample_bytree': 0.6, 'subsample': 0.7, 'subsample_freq': 80}",0.8881987577639752,0.9555093143083631,0.9552495849379017,0.896551724137931,0.896551724137931,133,121,7,126,126
"{'colsample_bytree': 0.6, 'subsample': 0.8, 'subsample_freq': 0}",0.8990825688073395,0.9586471132249966,0.9448927732982971,0.9051724137931034,0.9051724137931034,85,55,86,80,80
"{'colsample_bytree': 0.6, 'subsample': 0.8, 'subsample_freq': 10}",0.8923076923076925,0.9567314044127363,0.9447566195726333,0.8994252873563219,0.8994252873563219,122,99,96,116,116
"{'colsample_bytree': 0.6, 'subsample': 0.8, 'subsample_freq': 20}",0.9101796407185629,0.9565662571013342,0.9469978757958255,0.9137931034482759,0.9137931034482758,56,101,43,52,52
"{'colsample_bytree': 0.6, 'subsample': 0.8, 'subsample_freq': 30}",0.9003021148036254,0.9556744616197649,0.9457192439934421,0.9051724137931034,0.9051724137931034,80,116,71,80,80
"{'colsample_bytree': 0.6, 'subsample': 0.8, 'subsample_freq': 40}",0.8963414634146342,0.9556414321574844,0.939438681605434,0.9022988505747126,0.9022988505747127,103,117,204,96,96
"{'colsample_bytree': 0.6, 'subsample': 0.8, 'subsample_freq': 50}",0.9101796407185629,0.9579865239793897,0.9414495935923441,0.9137931034482759,0.9137931034482758,56,73,187,52,52
"{'colsample_bytree': 0.6, 'subsample': 0.8, 'subsample_freq': 60}",0.9036144578313253,0.9572929052715022,0.9408755629146919,0.9080459770114943,0.9080459770114941,75,91,194,74,79
"{'colsample_bytree': 0.6, 'subsample': 0.8, 'subsample_freq': 70}",0.9101796407185629,0.9587792310741181,0.9436260037595927,0.9137931034482759,0.9137931034482758,56,47,137,52,52
"{'colsample_bytree': 0.6, 'subsample': 0.8, 'subsample_freq': 80}",0.8996960486322189,0.9573259347337826,0.9409498621998115,0.9051724137931034,0.9051724137931034,83,89,191,80,80
"{'colsample_bytree': 0.6, 'subsample': 0.9, 'subsample_freq': 0}",0.8957055214723926,0.9584159069890343,0.9445383183594627,0.9022988505747126,0.9022988505747127,107,61,110,96,96
"{'colsample_bytree': 0.6, 'subsample': 0.9, 'subsample_freq': 10}",0.8990825688073395,0.9577883472057074,0.9483576267230069,0.9051724137931034,0.9051724137931034,85,80,23,80,80
"{'colsample_bytree': 0.6, 'subsample': 0.9, 'subsample_freq': 20}",0.9096385542168675,0.959604967631127,0.9468674710183758,0.9137931034482759,0.9137931034482758,62,16,46,52,52
"{'colsample_bytree': 0.6, 'subsample': 0.9, 'subsample_freq': 30}",0.9024390243902438,0.9571277579601004,0.9463886624014182,0.9080459770114943,0.9080459770114943,78,93,56,74,74
"{'colsample_bytree': 0.6, 'subsample': 0.9, 'subsample_freq': 40}",0.896969696969697,0.9576231998943057,0.9468097378118396,0.9022988505747126,0.9022988505747126,98,86,47,96,112
"{'colsample_bytree': 0.6, 'subsample': 0.9, 'subsample_freq': 50}",0.9134328358208955,0.9587792310741181,0.9474329961613162,0.9166666666666666,0.9166666666666666,33,47,31,29,48
"{'colsample_bytree': 0.6, 'subsample': 0.9, 'subsample_freq': 60}",0.8923076923076925,0.9580525829039503,0.9469904295185632,0.8994252873563219,0.8994252873563219,122,71,44,116,116
"{'colsample_bytree': 0.6, 'subsample': 0.9, 'subsample_freq': 70}",0.9024390243902438,0.9583168186021931,0.9470090066903348,0.9080459770114943,0.9080459770114943,78,66,41,74,74
"{'colsample_bytree': 0.6, 'subsample': 0.9, 'subsample_freq': 80}",0.8990825688073395,0.9582507596776324,0.947117422510635,0.9051724137931034,0.9051724137931034,85,67,39,80,80
"{'colsample_bytree': 0.6, 'subsample': 1.0, 'subsample_freq': 0}",0.8957055214723926,0.9586801426872771,0.9449599548794781,0.9022988505747126,0.9022988505747127,107,53,83,96,96
"{'colsample_bytree': 0.6, 'subsample': 1.0, 'subsample_freq': 10}",0.8990825688073395,0.9588452899986788,0.9450726158690452,0.9051724137931034,0.9051724137931034,85,45,79,80,80
"{'colsample_bytree': 0.6, 'subsample': 1.0, 'subsample_freq': 20}",0.8990825688073395,0.9586801426872771,0.9450017739464799,0.9051724137931034,0.9051724137931034,85,53,81,80,80
"{'colsample_bytree': 0.6, 'subsample': 1.0, 'subsample_freq': 30}",0.8957055214723926,0.9587792310741181,0.9450562293514563,0.9022988505747126,0.9022988505747127,107,47,80,96,96
"{'colsample_bytree': 0.6, 'subsample': 1.0, 'subsample_freq': 40}",0.8957055214723926,0.9585149953758753,0.9448021952085895,0.9022988505747126,0.9022988505747127,107,59,91,96,96
"{'colsample_bytree': 0.6, 'subsample': 1.0, 'subsample_freq': 50}",0.8990825688073395,0.9585480248381556,0.9447972853931866,0.9051724137931034,0.9051724137931034,85,58,93,80,80
"{'colsample_bytree': 0.6, 'subsample': 1.0, 'subsample_freq': 60}",0.8990825688073395,0.9585480248381557,0.9448006257322951,0.9051724137931034,0.9051724137931034,85,57,92,80,80
"{'colsample_bytree': 0.6, 'subsample': 1.0, 'subsample_freq': 70}",0.8957055214723926,0.9578874355925486,0.94382770242525,0.9022988505747126,0.9022988505747127,107,76,132,96,96
"{'colsample_bytree': 0.6, 'subsample': 1.0, 'subsample_freq': 80}",0.8990825688073395,0.9588122605363985,0.9450756702916683,0.9051724137931034,0.9051724137931034,85,46,78,80,80
"{'colsample_bytree': 0.7, 'subsample': 0.6, 'subsample_freq': 0}",0.8861538461538463,0.9547826661381953,0.9428885253023817,0.8936781609195402,0.8936781609195402,139,139,154,137,140
"{'colsample_bytree': 0.7, 'subsample': 0.6, 'subsample_freq': 10}",0.8769716088328076,0.9539569295811864,0.9404328973168972,0.8879310344827587,0.8879310344827587,176,177,197,168,168
"{'colsample_bytree': 0.7, 'subsample': 0.6, 'subsample_freq': 20}",0.8634920634920634,0.9515457788347205,0.945510208240613,0.8764367816091954,0.8764367816091954,200,204,74,199,199
"{'colsample_bytree': 0.7, 'subsample': 0.6, 'subsample_freq': 30}",0.7933333333333332,0.9465253005681068,0.9385508714977153,0.8218390804597702,0.8218390804597702,221,220,209,221,221
"{'colsample_bytree': 0.7, 'subsample': 0.6, 'subsample_freq': 40}",0.8289473684210527,0.9515788082970009,0.944760348477178,0.8505747126436781,0.8505747126436782,212,203,95,212,212
"{'colsample_bytree': 0.7, 'subsample': 0.6, 'subsample_freq': 50}",0.8626198083067093,0.9532963403355793,0.9481979987542823,0.8764367816091954,0.8764367816091954,201,188,24,199,199
"{'colsample_bytree': 0.7, 'subsample': 0.6, 'subsample_freq': 60}",0.8698412698412699,0.9546505482890738,0.9478211339154404,0.882183908045977,0.882183908045977,190,147,27,184,184
"{'colsample_bytree': 0.7, 'subsample': 0.6, 'subsample_freq': 70}",0.8734177215189873,0.9549147839873167,0.947978585510475,0.8850574712643678,0.8850574712643678,183,136,25,178,178
"{'colsample_bytree': 0.7, 'subsample': 0.6, 'subsample_freq': 80}",0.8777429467084641,0.9539899590434666,0.9475052338174598,0.8879310344827587,0.8879310344827587,172,175,29,168,168
"{'colsample_bytree': 0.7, 'subsample': 0.7, 'subsample_freq': 0}",0.8895705521472392,0.9548817545250363,0.9430367637422228,0.896551724137931,0.896551724137931,126,137,148,126,126
"{'colsample_bytree': 0.7, 'subsample': 0.7, 'subsample_freq': 10}",0.8777429467084641,0.9557074910820452,0.946052806737119,0.8879310344827587,0.8879310344827587,172,115,62,168,168
"{'colsample_bytree': 0.7, 'subsample': 0.7, 'subsample_freq': 20}",0.8861538461538463,0.95521204914784,0.9487377559906994,0.8936781609195402,0.8936781609195402,139,131,22,137,140
"{'colsample_bytree': 0.7, 'subsample': 0.7, 'subsample_freq': 30}",0.8434504792332268,0.9492006870128155,0.9345375501562493,0.8591954022988506,0.8591954022988506,208,213,220,208,208
"{'colsample_bytree': 0.7, 'subsample': 0.7, 'subsample_freq': 40}",0.8616352201257862,0.9514797199101598,0.9383252434676842,0.8735632183908046,0.8735632183908046,202,206,211,202,202
"{'colsample_bytree': 0.7, 'subsample': 0.7, 'subsample_freq': 50}",0.888888888888889,0.9565001981767737,0.9468956466654358,0.896551724137931,0.896551724137931,132,103,45,126,126
"{'colsample_bytree': 0.7, 'subsample': 0.7, 'subsample_freq': 60}",0.905775075987842,0.9578544061302682,0.945420628857269,0.9109195402298851,0.9109195402298851,70,78,76,64,64
"{'colsample_bytree': 0.7, 'subsample': 0.7, 'subsample_freq': 70}",0.9134328358208955,0.9593077024706037,0.942816621386013,0.9166666666666666,0.9166666666666666,33,32,160,29,48
"{'colsample_bytree': 0.7, 'subsample': 0.7, 'subsample_freq': 80}",0.9166666666666666,0.959142555159202,0.9428408533026115,0.9195402298850575,0.9195402298850575,27,36,158,16,16
"{'colsample_bytree': 0.7, 'subsample': 0.8, 'subsample_freq': 0}",0.8929663608562691,0.9546505482890738,0.9428440935805525,0.8994252873563219,0.8994252873563218,119,147,156,116,120
"{'colsample_bytree': 0.7, 'subsample': 0.8, 'subsample_freq': 10}",0.8950617283950617,0.9552450786101202,0.945858849102504,0.9022988505747126,0.9022988505747127,117,129,69,96,96
"{'colsample_bytree': 0.7, 'subsample': 0.8, 'subsample_freq': 20}",0.9107142857142858,0.9578874355925486,0.9457688413155085,0.9137931034482759,0.9137931034482758,55,76,70,52,52
"{'colsample_bytree': 0.7, 'subsample': 0.8, 'subsample_freq': 30}",0.896969696969697,0.95428722420399,0.9429610347171795,0.9022988505747126,0.9022988505747126,98,167,151,96,112
"{'colsample_bytree': 0.7, 'subsample': 0.8, 'subsample_freq': 40}",0.8963414634146342,0.9529990751750561,0.9393937890593795,0.9022988505747126,0.9022988505747127,103,192,205,96,96
"{'colsample_bytree': 0.7, 'subsample': 0.8, 'subsample_freq': 50}",0.8957055214723926,0.9544193420531114,0.9418043115392073,0.9022988505747126,0.9022988505747127,107,162,183,96,96
"{'colsample_bytree': 0.7, 'subsample': 0.8, 'subsample_freq': 60}",0.905775075987842,0.955773550006606,0.9414753850381747,0.9109195402298851,0.9109195402298851,70,112,186,64,64
"{'colsample_bytree': 0.7, 'subsample': 0.8, 'subsample_freq': 70}",0.8827160493827161,0.9543202536662704,0.9402592966446539,0.8908045977011494,0.8908045977011494,158,166,199,158,158
"{'colsample_bytree': 0.7, 'subsample': 0.8, 'subsample_freq': 80}",0.8861538461538463,0.9530651340996169,0.9379201207007357,0.8936781609195402,0.8936781609195402,139,191,215,137,140
