rank_test_f1,mean_test_f1,std_test_f1,rank_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_average_precision,mean_test_average_precision,std_test_average_precision,rank_test_accuracy,mean_test_accuracy,std_test_accuracy,params
32,0.976870651106711,0.01609830386652431,45,0.9985549620356426,0.0014539859870696446,45,0.998219941514346,0.0017974361630273736,32,0.977333621434745,0.015619683801989111,"{'reg_alpha': 0, 'reg_lambda': 0}"
60,0.9748879407993888,0.017666144767677576,40,0.9985826490485753,0.0014324712487666237,38,0.9982606240742496,0.0018067293531826747,59,0.9754753673293,0.017059748784777864,"{'reg_alpha': 0, 'reg_lambda': 0.01}"
12,0.9776869722351279,0.015178478592606546,17,0.9987006713610395,0.0012948597416603414,10,0.9984398279609868,0.0015634916251261045,12,0.9781114952463266,0.014724533108262614,"{'reg_alpha': 0, 'reg_lambda': 0.02}"
29,0.9770284857606931,0.015604195289361631,14,0.998710877737139,0.0013337189668070747,19,0.9984033089659968,0.0017344444314027815,29,0.977484874675886,0.015138684061413988,"{'reg_alpha': 0, 'reg_lambda': 0.05}"
40,0.9765954665862964,0.016671064609987848,3,0.9987597805657152,0.0012736298947038413,2,0.9985275847246864,0.0015188285238407675,38,0.9770959377700951,0.0161487041357039,"{'reg_alpha': 0, 'reg_lambda': 0.1}"
13,0.9776159143579601,0.015401683324842066,13,0.9987158922146921,0.0013388629513485155,20,0.9984002233052989,0.0017028588114040475,13,0.9780466724286949,0.01494121808749943,"{'reg_alpha': 0, 'reg_lambda': 0.5}"
9,0.97782250574183,0.015601681140509393,2,0.9987660369902228,0.0013093632256653213,7,0.9984499097893954,0.001697343070365185,9,0.9782411408815903,0.01513405723927938,"{'reg_alpha': 0, 'reg_lambda': 1}"
19,0.9774163374823216,0.016471506139359365,21,0.9986953300553403,0.0013690125313806892,21,0.9983999818615112,0.0016921962700045963,17,0.9778738115816769,0.015968356988026067,"{'reg_alpha': 0, 'reg_lambda': 2}"
20,0.9773567842684627,0.015595639867895686,22,0.9986883639468587,0.0013004871027482623,12,0.9984367931986615,0.0015386927985764618,21,0.9777873811581677,0.01513251465086391,"{'reg_alpha': 0, 'reg_lambda': 3}"
42,0.9764087605656178,0.01642123100106997,39,0.9985929861559333,0.0014769693090001042,35,0.9982688414329022,0.0018432007807389118,43,0.9768798617113224,0.01591455547805219,"{'reg_alpha': 0.01, 'reg_lambda': 0}"
