rank_test_f1,mean_test_f1,std_test_f1,rank_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_average_precision,mean_test_average_precision,std_test_average_precision,rank_test_accuracy,mean_test_accuracy,std_test_accuracy,params
16,0.8556239778929093,0.22017777351607917,16,0.9567023292713076,0.07497073985622407,16,0.9488341222118484,0.08811747444265984,16,0.8930656934306569,0.14728609652593513,"{'colsample_bytree': 0.6, 'subsample': 0.6}"
14,0.8566164336387588,0.2208309636814455,12,0.9580288545556067,0.07334717663087226,12,0.9504640602371686,0.0859025422743276,13,0.894051094890511,0.14781635113890634,"{'colsample_bytree': 0.6, 'subsample': 0.7}"
7,0.8580264219811664,0.21910388383456553,7,0.9594320489787392,0.07038356531501487,6,0.952057126687954,0.08300785713533929,7,0.8950729927007298,0.14687512859304028,"{'colsample_bytree': 0.6, 'subsample': 0.8}"
6,0.8580693359107674,0.2198333032978443,6,0.9595814745462722,0.07062840649470953,7,0.9519263784969775,0.08366404185083327,6,0.8951642335766424,0.1476665856150922,"{'colsample_bytree': 0.6, 'subsample': 0.9}"
15,0.8565456572865979,0.21919987586453238,14,0.957287497549145,0.0735446135704099,15,0.9497453441239356,0.08612032680199652,15,0.8937043795620438,0.14688087584305315,"{'colsample_bytree': 0.7, 'subsample': 0.6}"
10,0.8577612508957113,0.2184701944333048,9,0.9589563400156429,0.07101821727605047,10,0.9515140225642501,0.0835431393228691,11,0.8945255474452555,0.1468833583134519,"{'colsample_bytree': 0.7, 'subsample': 0.7}"
11,0.857545182785117,0.21948591913187243,4,0.9600798006389273,0.06910869907825148,4,0.9524372056292879,0.08203068940047205,9,0.8947080291970803,0.14707164307765044,"{'colsample_bytree': 0.7, 'subsample': 0.8}"
3,0.8584231774841733,0.21901436221985948,1,0.9610125074857638,0.06748585836386434,1,0.9535158974662856,0.08015576320542343,4,0.8953467153284672,0.14704332684676166,"{'colsample_bytree': 0.7, 'subsample': 0.9}"
12,0.8572733179767834,0.22006184730387474,13,0.9574987838963906,0.07403582537508069,13,0.9501945243016451,0.08661792410528911,11,0.8945255474452555,0.1472815068720553,"{'colsample_bytree': 0.8, 'subsample': 0.6}"
9,0.8577864707768702,0.21889421005438306,10,0.9587469883786849,0.07155314298274955,9,0.9515834618134313,0.0835110084315461,10,0.8945802919708029,0.14710812120121833,"{'colsample_bytree': 0.8, 'subsample': 0.7}"
5,0.8582381494257969,0.2204831486731661,3,0.9604340524195267,0.0686784678966276,5,0.9523582841987217,0.08222644804824711,5,0.8952737226277373,0.14808767327129368,"{'colsample_bytree': 0.8, 'subsample': 0.8}"
4,0.858363771955367,0.22025444059300556,5,0.9599692823949756,0.06979451593356079,3,0.9526016292923323,0.08206882765170036,1,0.8956751824817518,0.14763239055039326,"{'colsample_bytree': 0.8, 'subsample': 0.9}"
13,0.8568394065575671,0.21845924232839375,15,0.9571328972143369,0.07441983419052889,14,0.9499232527974119,0.08639143921478722,14,0.8937591240875913,0.14658650879501772,"{'colsample_bytree': 0.9, 'subsample': 0.6}"
8,0.8580104599848857,0.21901520960543042,8,0.9590958089846214,0.0711875544127585,8,0.9518691468109954,0.0832769960807321,8,0.8949087591240875,0.14713821059899707,"{'colsample_bytree': 0.9, 'subsample': 0.7}"
1,0.8585033696956377,0.22069985404518191,11,0.9586524806116057,0.07264419373680676,11,0.9511399880695759,0.08534299330196947,2,0.8955109489051095,0.1484556669867205,"{'colsample_bytree': 0.9, 'subsample': 0.8}"
2,0.8584290814887803,0.21910675970651702,2,0.9608247673286107,0.06810717390804885,2,0.9533598647481112,0.0806770055043565,3,0.8954379562043796,0.14718882404158595,"{'colsample_bytree': 0.9, 'subsample': 0.9}"
